# Nagalakshmi et al. Science 6 June 2008 DOI: 10.1126/science.1158441
# Table S4: All ORF annotations by RNA SEQ
orf	transcript.level.log2
YNL339W-A	NA
YNL339C	NA
YNL338W	NA
YNL337W	NA
YNL336W	NA
YNL335W	NA
YNL334C	NA
YNL333W	NA
YNL332W	NA
YNL331C	3.95419631
YNL330C	4.614709844
YNL329C	3.64385619
YNL328C	1
YNL327W	5.754887502
YNL326C	4.169925001
YNL324W	NA
YNL325C	2.584962501
YNL323W	4.044394119
YNL322C	6.577428828
YNL321W	3.321928095
YNL320W	NA
YNL319W	NA
YNL318C	NA
YNL317W	NA
YNL316C	NA
YNL315C	5.321928095
YNL314W	NA
YNL313C	NA
YNL312W	5.189824559
YNL311C	3.169925001
YNL310C	5.044394119
YNL309W	1.584962501
YNL308C	4.614709844
YNL307C	5.523561956
YNL306W	NA
YNL305C	NA
YNL304W	NA
YNL303W	9.259743264
YNL302C	NA
YNL301C	NA
YNL300W	5.906890596
YNL299W	2.321928095
YNL298W	3.584962501
YNL296W	NA
YNL297C	5
YNL295W	3.459431619
YNL294C	5.832890014
YNL293W	3.857980995
YNL292W	5.321928095
YNL291C	3.754887502
YNL290W	5.285402219
YNL289W	3.807354922
YNL288W	4.523561956
YNL287W	6.6794801
YNL286W	NA
YNL285W	NA
YNL284C	5.108524457
YNL283C	5.965784285
YNL282W	2.584962501
YNL281W	6.636624621
YNL280C	6.247927513
YNL279W	1
YNL278W	0
YNL277W-A	1
YNL277W	NA
YNL276C	NA
YNL275W	3.754887502
YNL274C	5.087462841
YNL273W	2
YNL272C	3.584962501
YNL271C	4.426264755
YNL270C	0
YNL269W	0
YNL268W	5.599912842
YNL267W	NA
YNL266W	NA
YNL265C	NA
YNL264C	5.285402219
YNL263C	6.303780748
YNL262W	4.672425342
YNL261W	4.857980995
YNL260C	3.321928095
YNL259C	6.209453366
YNL258C	4.95419631
YNL257C	4.459431619
YNL256W	7.618385502
YNL255C	9.176173149
YNL254C	3.087462841
YNL253W	3.700439718
YNL252C	4.832890014
YNL251C	5
YNL250W	NA
YNL249C	NA
YNL248C	5.62935662
YNL247W	7.016808288
YNL246W	NA
YNL245C	NA
YNL244C	8.036173613
YNL243W	5.686500527
YNL242W	1
YNL241C	6.357552005
YNL240C	5.108524457
YNL239W	5.714245518
YNL238W	4.321928095
YNL237W	0
YNL236W	NA
YNL235C	NA
YNL234W	2.321928095
YNL233W	4.044394119
YNL232W	5.06608919
YNL231C	6.06608919
YNL230C	2.584962501
YNL229C	3.523561956
YNL228W	NA
YNL226W	NA
YNL227C	NA
YNL225C	NA
YNL224C	3.321928095
YNL223W	3.321928095
YNL222W	4.491853096
YNL221C	4.700439718
YNL220W	7.285402219
YNL219C	4.781359714
YNL218W	3.169925001
YNL217W	7.055282436
YNL216W	2.906890596
YNL215W	5.727920455
YNL214W	3
YNL213C	4.459431619
YNL212W	5.169925001
YNL211C	3.169925001
YNL210W	0
YNL209W	7.754887502
YNL208W	7.861086906
YNL207W	5.189824559
YNL206C	3.459431619
YNL205C	NA
YNL204C	NA
YNL202W	4.95419631
YNL203C	0
YNL201C	4.247927513
YNL200C	6.294620749
YNL199C	6.033423002
YNL198C	NA
YNL197C	4.247927513
YNL196C	1
YNL195C	3.64385619
YNL194C	2.459431619
YNL193W	4.247927513
YNL192W	6.238404739
YNL191W	5.523561956
YNL190W	5.845490051
YNL189W	5.442943496
YNL188W	5.189824559
YNL187W	2.584962501
YNL186W	4.087462841
YNL185C	4.459431619
YNL184C	NA
YNL183C	4.554588852
YNL182C	4.392317423
YNL181W	NA
YNL180C	NA
YNL179C	NA
YNL178W	10.38100211
YNL177C	4.672425342
YNL176C	3.807354922
YNL174W	NA
YNL175C	6.426264755
YNL173C	4
YNL172W	NA
YNL170W	NA
YNL171C	NA
YNL169C	NA
YNL168C	5.700439718
YNL167C	5.044394119
YNL166C	4.426264755
YNL165W	4.247927513
YNL164C	4
YNL163C	3.321928095
YNL162W-A	2.169925001
YNL162W	8.312882955
YNL161W	4.584962501
YNL160W	7.189824559
YNL159C	4
YNL158W	2.906890596
YNL157W	6.768184325
YNL156C	6.366322214
YNL155W	6.8008999
YNL154C	5.22881869
YNL153C	5.672425342
YNL152W	3.169925001
YNL151C	4.129283017
YNL150W	NA
YNL149C	NA
YNL148C	4
YNL147W	NA
YNL146C-A	NA
YNL146W	0
YNL145W	8.353146825
YNL144W-A	NA
YNL144C	3.754887502
YNL143C	1
YNL142W	2.700439718
YNL141W	5.357552005
YNL140C	NA
YNL139C	NA
YNL138W-A	5.285402219
YNL138W	6.06608919
YNL137C	6.409390936
YNL136W	4.129283017
YNL135C	9.68474862
YNL134C	6.392317423
YNL133C	1
YNL132W	4.285402219
YNL131W	6.392317423
YNL130C	5
YNL130C-A	1.584962501
YNL129W	5.554588852
YNL128W	1.584962501
YNL127W	3.321928095
YNL126W	2
YNL125C	4
YNL124W	3.392317423
YNL123W	3.523561956
YNL122C	5.942514505
YNL121C	5.285402219
YNL119W	2.169925001
YNL120C	NA
YNL118C	6.820178962
YNL117W	1.584962501
YNL116W	2
YNL115C	3.169925001
YNL113W	6.118941073
YNL114C	NA
YNL112W	6.247927513
YNL111C	4.044394119
YNL110C	6.011227255
YNL109W	NA
YNL108C	NA
YNL107W	4
YNL105W	NA
YNL106C	2.584962501
YNL103W-A	NA
YNL104C	6.6794801
YNL103W	4.554588852
YNL102W	4.459431619
YNL101W	3.807354922
YNL100W	4.672425342
YNL099C	5.087462841
YNL098C	7.599912842
YNL097C-B	3.321928095
YNL097W-A	NA
YNL097C	NA
YNL096C	9.240791332
YNL095C	2.459431619
YNL094W	5.475733431
YNL093W	1.584962501
YNL092W	3.247927513
YNL091W	4.087462841
YNL090W	NA
YNL089C	NA
YNL088W	3.95419631
YNL087W	5.044394119
YNL086W	4.584962501
YNL085W	5.459431619
YNL084C	6.686500527
YNL083W	3.523561956
YNL082W	3.392317423
YNL081C	6.285402219
YNL080C	3.169925001
YNL079C	6.95419631
YNL078W	4.491853096
YNL077W	6.64385619
YNL076W	3.700439718
YNL075W	4.491853096
YNL074C	5.475733431
YNL073W	4
YNL072W	3.584962501
YNL071W	7.882643049
YNL070W	8.266786541
YNL069C	9.281930027
YNL068C	3.700439718
YNL067W-A	0
YNL067W-B	0
YNL067W	7.383704292
YNL066W	6.813781191
YNL065W	4.357552005
YNL064C	8.364134655
YNL063W	NA
YNL062C	NA
YNL061W	5.06608919
YNL059C	6.129283017
YNL057W	NA
YNL058C	5.426264755
YNL056W	5.339850003
YNL055C	8.905387005
YNL054W	2.584962501
YNL053W	3
YNL052W	6.741466986
YNL051W	5.882643049
YNL050C	3.584962501
YNL049C	5.375039431
YNL048W	NA
YNL047C	NA
YNL046W	4.906890596
YNL045W	5.754887502
YNL044W	NA
YNL043C	NA
YNL042W-B	0
YNL042W	3.906890596
YNL041C	4.523561956
YNL040W	4.491853096
YNL039W	4.129283017
YNL038W	4.857980995
YNL037C	6.845490051
YNL036W	4.754887502
YNL035C	4.129283017
YNL034W	NA
YNL033W	NA
YNL032W	5.523561956
YNL031C	9.411510988
YNL030W	8.722807531
YNL028W	0
YNL029C	4.426264755
YNL027W	4.209453366
YNL026W	3.700439718
YNL025C	4.321928095
YNL024C-A	5.741466986
YNL024C	3
YNL023C	5.169925001
YNL022C	4.491853096
YNL021W	3.700439718
YNL020C	3
YNL019C	NA
YNL018C	NA
YNL017C	NA
YNL016W	6.257387843
YNL015W	7.113742166
YNL014W	NA
YNL013C	NA
YNL012W	3.523561956
YNL011C	3.64385619
YNL010W	8.310612782
YNL009W	4.426264755
YNL008C	3.95419631
YNL007C	9.008428622
YNL006W	6.636624621
YNL005C	5.087462841
YNL004W	5.108524457
YNL003C	4.95419631
YNL002C	7.438791853
YNL001W	5.426264755
YNR001C	6.832890014
YNR001W-A	0
YNR002C	3.169925001
YNR003W-A	NA
YNR003C	NA
YNR004W	2.584962501
YNR006W	4.357552005
YNR005C	NA
YNR007C	3.523561956
YNR008W	2.807354922
YNR009W	3.807354922
YNR010W	3.95419631
YNR011C	4.357552005
YNR012W	NA
YNR013C	NA
YNR014W	4.672425342
YNR015W	3.392317423
YNR016C	6.826548487
YNR017W	5.882643049
YNR018W	5.357552005
YNR019W	2
YNR020C	1.584962501
YNR021W	6.076815597
YNR022C	6.044394119
YNR023W	3.64385619
YNR024W	NA
YNR025C	NA
YNR026C	4.169925001
YNR027W	4.700439718
YNR028W	NA
YNR029C	NA
YNR030W	5.686500527
YNR031C	3.857980995
YNR032W	5.857980995
YNR032C-A	5.189824559
YNR033W	3.700439718
YNR034W	4.129283017
YNR034W-A	7.985841937
YNR035C	7.044394119
YNR036C	6.686500527
YNR037C	6.169925001
YNR038W	4
YNR039C	4.357552005
YNR040W	NA
YNR042W	NA
YNR041C	NA
YNR043W	6.686500527
YNR044W	3.95419631
YNR045W	3.906890596
YNR046W	6.169925001
YNR047W	3
YNR048W	3.523561956
YNR049C	4.392317423
YNR050C	5.375039431
YNR051C	5.285402219
YNR052C	6.108524457
YNR053C	4.930737338
YNR054C	4.614709844
YNR055C	5.044394119
YNR056C	0
YNR057C	NA
YNR058W	2.169925001
YNR059W	4.044394119
YNR060W	2.700439718
YNR061C	5.930737338
YNR062C	2.321928095
YNR063W	1.584962501
YNR064C	3.169925001
YNR065C	2.807354922
YNR066C	NA
YNR067C	5.14974712
YNR068C	3.087462841
YNR069C	2.584962501
YNR070W	3.459431619
YNR071C	1.584962501
YNR072W	0
YNR073C	NA
YNR074C	3.321928095
YNR075W	2
YNR075C-A	2.321928095
YNR076W	NA
YNR077C	NA
YOL166W-A	NA
YOL166C	NA
YOL165C	NA
YOL164W-A	3.169925001
YOL164W	3.64385619
YOL163W	NA
YOL162W	0
YOL161C	NA
YOL160W	2
YOL159C-A	3.64385619
YOL159C	5.169925001
YOL158C	6.754887502
YOL157C	NA
YOL156W	NA
YOL155W-A	NA
YOL155C	NA
YOL154W	3.459431619
YOL152W	3.087462841
YOL151W	NA
YOL150C	NA
YOL149W	5.491853096
YOL148C	4.857980995
YOL147C	4.523561956
YOL146W	4.614709844
YOL145C	5.906890596
YOL144W	NA
YOL143C	NA
YOL142W	4
YOL141W	0
YOL140W	2
YOL139C	7.417852515
YOL138C	2
YOL137W	3
YOL136C	2
YOL135C	3.807354922
YOL133W	3.700439718
YOL134C	0
YOL132W	2.321928095
YOL131W	0
YOL130W	5.06608919
YOL129W	7.027905997
YOL128C	2.807354922
YOL127W	11.72940832
YOL126C	5.807354922
YOL125W	4.087462841
YOL124C	5.781359714
YOL123W	6.22881869
YOL122C	5.022367813
YOL121C	NA
YOL120C	NA
YOL119C	2.807354922
YOL118C	-1
YOL117W	2.459431619
YOL116W	4.491853096
YOL115W	NA
YOL114C	NA
YOL113W	4
YOL112W	NA
YOL111C	NA
YOL110W	4.169925001
YOL109W	10.81097322
YOL108C	3.754887502
YOL107W	NA
YOL106W	NA
YOL105C	2.807354922
YOL104C	2.321928095
YOL103W	5.189824559
YOL102C	3.906890596
YOL101C	3.169925001
YOL100W	NA
YOL099C	NA
YOL098C	6.098032083
YOL097W-A	3.754887502
YOL097C	6.918863237
YOL096C	3.64385619
YOL095C	2.807354922
YOL094C	4.044394119
YOL093W	3.169925001
YOL092W	5.247927513
YOL091W	0
YOL090W	4.807354922
YOL089C	4.247927513
YOL088C	4.727920455
YOL087C	4.832890014
YOL086W-A	5.129283017
YOL086C	NA
YOL085W-A	NA
YOL085C	NA
YOL084W	1
YOL083W	2.807354922
YOL083C-A	NA
YOL082W	4.754887502
YOL081W	6.189824559
YOL079W	NA
YOL080C	3.321928095
YOL078W	2.584962501
YOL077W-A	5.768184325
YOL077C	6.562242424
YOL076W	3.64385619
YOL075C	2.700439718
YOL073C	2.700439718
YOL072W	4.977279923
YOL071W	4.209453366
YOL070C	4.64385619
YOL069W	NA
YOL068C	NA
YOL067C	2.321928095
YOL066C	3.392317423
YOL065C	4.64385619
YOL064C	6.46760555
YOL063C	4.700439718
YOL062C	5.108524457
YOL061W	6.366322214
YOL060C	4.754887502
YOL059W	7.503825738
YOL058W	4.857980995
YOL057W	5.794415866
YOL056W	4.087462841
YOL055C	2.700439718
YOL054W	4.044394119
YOL053W	3.64385619
YOL052C-A	5.977279923
YOL052C	5.599912842
YOL051W	NA
YOL050C	NA
YOL049W	6.515699838
YOL048C	5.022367813
YOL047C	2
YOL045W	4.426264755
YOL046C	NA
YOL044W	NA
YOL043C	NA
YOL042W	3.807354922
YOL041C	5.044394119
YOL040C	9.783816759
YOL039W	7.625708843
YOL038C-A	3.459431619
YOL038W	6.912889336
YOL036W	NA
YOL037C	NA
YOL035C	NA
YOL034W	2.700439718
YOL033W	3
YOL032W	NA
YOL031C	NA
YOL030W	5.539158811
YOL029C	5.375039431
YOL028C	3.321928095
YOL027C	5.857980995
YOL026C	4.930737338
YOL025W	3
YOL024W	1
YOL023W	3.169925001
YOL022C	5.285402219
YOL021C	5.599912842
YOL020W	5.87036472
YOL019W-A	0
YOL019W	2.906890596
YOL018C	4.321928095
YOL017W	4.754887502
YOL016C	6.607330314
YOL015W	2.321928095
YOL014W	7.243173983
YOL013W-B	NA
YOL013W-A	3.807354922
YOL013C	4.044394119
YOL012C	7.169925001
YOL011W	6.303780748
YOL010W	3.584962501
YOL009C	3.523561956
YOL008W	3.321928095
YOL007C	4
YOL006C	3.584962501
YOL005C	6.238404739
YOL004W	4.857980995
YOL003C	4.584962501
YOL002C	4.554588852
YOL001W	3.523561956
YOR001W	5.022367813
YOR002W	6.22881869
YOR003W	3.087462841
YOR004W	3.459431619
YOR005C	2.584962501
YOR006C	5.285402219
YOR007C	8.927777962
YOR008C	4.321928095
YOR008C-A	0
YOR008W-B	0
YOR009W	1.807354922
YOR010C	2.584962501
YOR011W	0
YOR011W-A	1
YOR012W	NA
YOR013W	2.906890596
YOR014W	NA
YOR015W	7.438791853
YOR016C	3.807354922
YOR017W	4.169925001
YOR018W	4.044394119
YOR019W	3.523561956
YOR020C	8.45532722
YOR020W-A	5.672425342
YOR021C	5.965784285
YOR022C	2.807354922
YOR023C	3.807354922
YOR024W	NA
YOR025W	2.169925001
YOR026W	5.129283017
YOR027W	6.636624621
YOR028C	1.584962501
YOR029W	0
YOR030W	3.087462841
YOR031W	3.95419631
YOR032C	2.321928095
YOR032W-A	NA
YOR033C	NA
YOR034C	2
YOR034C-A	1.807354922
YOR035C	NA
YOR036W	6.924812504
YOR037W	4.614709844
YOR038C	4.459431619
YOR039W	4.727920455
YOR040W	5.700439718
YOR042W	5.754887502
YOR041C	NA
YOR043W	4.392317423
YOR044W	3.169925001
YOR045W	8.276124405
YOR046C	6.960001932
YOR047C	4.357552005
YOR048C	4.321928095
YOR049C	3.392317423
YOR050C	0
YOR051C	4.930737338
YOR052C	5.087462841
YOR053W	NA
YOR055W	NA
YOR054C	NA
YOR056C	5.554588852
YOR057W	5.392317423
YOR058C	2.459431619
YOR059C	4.832890014
YOR060C	3.584962501
YOR061W	3.459431619
YOR062C	5.857980995
YOR063W	10.87805091
YOR064C	4.209453366
YOR065W	4.64385619
YOR066W	3.321928095
YOR067C	5.768184325
YOR069W	2.584962501
YOR068C	NA
YOR070C	3.459431619
YOR071C	1.321928095
YOR072W	NA
YOR072W-A	0
YOR072W-B	1
YOR073W	3.64385619
YOR073W-A	NA
YOR074C	5.781359714
YOR075W	5.409390936
YOR076C	3.169925001
YOR077W	2.807354922
YOR078W	6.303780748
YOR079C	4.554588852
YOR080W	3.392317423
YOR081C	4.64385619
YOR083W	0
YOR082C	1
YOR084W	3.169925001
YOR085W	5.475733431
YOR086C	4.977279923
YOR087W	4.087462841
YOR089C	6.754887502
YOR090C	4.727920455
YOR091W	5
YOR092W	4.491853096
YOR093C	4.169925001
YOR094W	5.491853096
YOR095C	5.614709844
YOR096W	10.48633225
YOR097C	5.321928095
YOR098C	3.95419631
YOR099W	5.569855608
YOR100C	1.584962501
YOR101W	3.754887502
YOR102W	NA
YOR103C	NA
YOR104W	NA
YOR105W	NA
YOR106W	5.357552005
YOR107W	3.64385619
YOR108W	NA
YOR108C-A	NA
YOR109W	4.807354922
YOR110W	4.426264755
YOR111W	4.426264755
YOR112W	3.247927513
YOR113W	2.807354922
YOR114W	4.169925001
YOR115C	5.044394119
YOR116C	4.087462841
YOR117W	6.285402219
YOR118W	3.754887502
YOR119C	3.857980995
YOR120W	NA
YOR121C	NA
YOR122C	9.940313597
YOR123C	4.523561956
YOR124C	5.700439718
YOR125C	4.392317423
YOR126C	4.357552005
YOR127W	4.357552005
YOR128C	8.071462363
YOR129C	2.459431619
YOR130C	5.714245518
YOR131C	5.06608919
YOR132W	5.303780748
YOR133W	NA
YOR134W	0
YOR136W	8.044394119
YOR135C	NA
YOR137C	3.807354922
YOR138C	4.906890596
YOR140W	1.807354922
YOR139C	NA
YOR141C	4.087462841
YOR142W	6.312882955
YOR143C	4.426264755
YOR144C	3.584962501
YOR146W	NA
YOR145C	6.442943496
YOR147W	4.614709844
YOR148C	4.977279923
YOR149C	4.247927513
YOR150W	5.614709844
YOR151C	6.491853096
YOR152C	3.523561956
YOR153W	6.906890596
YOR154W	2.459431619
YOR155C	5
YOR156C	2
YOR157C	5.108524457
YOR158W	6.826548487
YOR159C	4.672425342
YOR160W	4.781359714
YOR161W-A	NA
YOR161W-B	NA
YOR161C	3.169925001
YOR161C-C	1
YOR162C	3.906890596
YOR163W	NA
YOR164C	NA
YOR165W	4.857980995
YOR166C	5.169925001
YOR167C	NA
YOR168W	NA
YOR169C	NA
YOR170W	NA
YOR171C	NA
YOR172W	2.584962501
YOR173W	4.554588852
YOR174W	4.247927513
YOR175C	5.64385619
YOR176W	6.392317423
YOR177C	2
YOR178C	2.321928095
YOR179C	4.285402219
YOR180C	0
YOR181W	5.044394119
YOR182C	NA
YOR183W	NA
YOR184W	7.113742166
YOR185C	5.50779464
YOR186W	NA
YOR186C-A	NA
YOR187W	7.894817763
YOR188W	3.754887502
YOR189W	4.857980995
YOR190W	1
YOR191W	2.321928095
YOR192C	1.321928095
YOR192C-C	NA
YOR193W	2.321928095
YOR194C	4.832890014
YOR195W	4
YOR196C	5.129283017
YOR197W	7.344295908
YOR198C	5.686500527
YOR199W	NA
YOR200W	NA
YOR201C	NA
YOR202W	NA
YOR203W	NA
YOR204W	5.442943496
YOR205C	3.95419631
YOR206W	6.199672345
YOR207C	5.321928095
YOR208W	5.169925001
YOR209C	6.607330314
YOR210W	7.909893084
YOR211C	3.64385619
YOR212W	5.942514505
YOR213C	1.321928095
YOR214C	0
YOR215C	6.330916878
YOR216C	4.672425342
YOR217W	NA
YOR218C	NA
YOR219C	3.95419631
YOR220W	7.523561956
YOR221C	4.977279923
YOR222W	5.807354922
YOR223W	3.584962501
YOR224C	7.592457037
YOR225W	NA
YOR226C	NA
YOR227W	4.169925001
YOR228C	4.129283017
YOR229W	2.584962501
YOR230W	7.50779464
YOR231W	2.807354922
YOR231C-A	NA
YOR232W	7.14974712
YOR233W	1.584962501
YOR234C	10.37340896
YOR235W	0.584962501
YOR236W	4.491853096
YOR237W	0
YOR238W	3
YOR239W	4.459431619
YOR241W	5.95419631
YOR242C	4.672425342
YOR243C	5.64385619
YOR244W	4.523561956
YOR245C	3.523561956
YOR246C	6.475733431
YOR247W	NA
YOR248W	NA
YOR249C	4.754887502
YOR250C	3.807354922
YOR251C	4.584962501
YOR252W	4.977279923
YOR253W	5.64385619
YOR254C	7.592457037
YOR255W	0
YOR256C	4.700439718
YOR257W	5.285402219
YOR258W	NA
YOR259C	NA
YOR260W	4.857980995
YOR261C	6.442943496
YOR262W	3.700439718
YOR264W	2.321928095
YOR263C	1
YOR265W	4.700439718
YOR266W	4.321928095
YOR267C	3.700439718
YOR268C	2
YOR269W	4.129283017
YOR270C	5.247927513
YOR271C	6.826548487
YOR272W	5.599912842
YOR273C	4.357552005
YOR274W	3.247927513
YOR275C	4.930737338
YOR276W	NA
YOR277C	NA
YOR278W	NA
YOR279C	NA
YOR280C	5.714245518
YOR282W	0
YOR281C	5.857980995
YOR283W	6.46760555
YOR284W	4.64385619
YOR285W	8.469641817
YOR286W	5.672425342
YOR287C	5.108524457
YOR288C	3.857980995
YOR289W	3
YOR290C	4.321928095
YOR291W	NA
YOR292C	NA
YOR293W	11.09110476
YOR293C-A	4.491853096
YOR294W	5.539158811
YOR295W	4.321928095
YOR296W	2.321928095
YOR297C	3.584962501
YOR298W	8.6794801
YOR298C-A	7.060695932
YOR299W	NA
YOR300W	NA
YOR301W	2.584962501
YOR302W	NA
YOR303W	5.857980995
YOR304W	5.247927513
YOR304C-A	3
YOR305W	5.044394119
YOR306C	4.459431619
YOR307C	4.392317423
YOR308C	3.459431619
YOR309C	8.243173983
YOR310C	NA
YOR311C	6.330916878
YOR312C	9.946175241
YOR313C	0
YOR314W	0
YOR314W-A	0
YOR315W	2.807354922
YOR316C	4.247927513
YOR316C-A	0
YOR317W	5.686500527
YOR318C	2.169925001
YOR319W	4
YOR320C	4.459431619
YOR321W	4.781359714
YOR322C	4.882643049
YOR323C	5.906890596
YOR325W	NA
YOR324C	1.584962501
YOR326W	5.714245518
YOR327C	5.569855608
YOR328W	3
YOR329W-A	NA
YOR329C	6.044394119
YOR330C	NA
YOR332W	7.933690655
YOR331C	NA
YOR334W	1.584962501
YOR333C	NA
YOR335W-A	NA
YOR335C	5.741466986
YOR336W	2
YOR337W	0.584962501
YOR338W	4.754887502
YOR339C	0
YOR340C	5.044394119
YOR341W	4.129283017
YOR342C	4.64385619
YOR343C	1.584962501
YOR344C	5.820178962
YOR346W	4.459431619
YOR345C	NA
YOR347C	4.781359714
YOR348C	0
YOR349W	NA
YOR350C	NA
YOR351C	0
YOR352W	4.584962501
YOR353C	4.392317423
YOR354C	3.700439718
YOR355W	4.700439718
YOR356W	4.044394119
YOR357C	5.375039431
YOR358W	4.169925001
YOR359W	3.906890596
YOR360C	5
YOR361C	5.882643049
YOR362C	5.781359714
YOR363C	3.169925001
YOR364W	NA
YOR366W	NA
YOR365C	NA
YOR367W	4.584962501
YOR368W	3.906890596
YOR369C	11.58894882
YOR370C	4.857980995
YOR371C	2.906890596
YOR372C	3.857980995
YOR373W	2
YOR374W	5.266786541
YOR375C	8.116343961
YOR376W	0
YOR376W-A	2.584962501
YOR377W	3.857980995
YOR378W	NA
YOR379C	NA
YOR380W	3.169925001
YOR381W	2.700439718
YOR381W-A	1
YOR382W	5.14974712
YOR383C	5.87036472
YOR384W	1.807354922
YOR385W	5.988684687
YOR386W	3
YOR387C	0
YOR388C	NA
YOR389W	NA
YOR390W	2.321928095
YOR391C	NA
YOR392W	NA
YOR393W	NA
YOR394W	NA
YOR394C-A	NA
YOR396W	NA
YOR396C-A	NA
YPL283W-B	NA
YPL283W-A	NA
YPL283C	NA
YPL282C	NA
YPL281C	NA
YPL280W	NA
YPL279C	NA
YPL278C	NA
YPL277C	NA
YPL274W	4.807354922
YPL273W	NA
YPL272C	2.169925001
YPL271W	7.417852515
YPL270W	4.087462841
YPL269W	2.321928095
YPL268W	4.321928095
YPL267W	4.209453366
YPL266W	5.845490051
YPL265W	4.832890014
YPL264C	2.807354922
YPL263C	4.169925001
YPL262W	5.599912842
YPL260W	6.651051691
YPL261C	1.807354922
YPL259C	5.285402219
YPL258C	2.321928095
YPL257W	1.584962501
YPL256C	4.285402219
YPL255W	4
YPL254W	3.087462841
YPL253C	2
YPL251W	NA
YPL252C	4.584962501
YPL250C	7.876516947
YPL250W-A	NA
YPL249C-A	NA
YPL249C	2.906890596
YPL248C	2.321928095
YPL247C	2.321928095
YPL246C	5.64385619
YPL245W	NA
YPL244C	NA
YPL243W	5.426264755
YPL242C	2.169925001
YPL241C	3.169925001
YPL240C	9.670656249
YPL239W	6.584962501
YPL237W	7.957102042
YPL238C	NA
YPL236C	2.807354922
YPL235W	5.794415866
YPL234C	7.807354922
YPL233W	3.247927513
YPL232W	5.906890596
YPL231W	7.686500527
YPL230W	4.584962501
YPL229W	3.392317423
YPL228W	4.807354922
YPL227C	6.924812504
YPL226W	6.076815597
YPL225W	6.651051691
YPL224C	4.321928095
YPL223C	1.807354922
YPL222W	1.584962501
YPL222C-A	NA
YPL221W	5.22881869
YPL220W	7.744833837
YPL219W	3.906890596
YPL218W	7.97441459
YPL217C	3.459431619
YPL216W	3.321928095
YPL215W	5.06608919
YPL214C	4.700439718
YPL213W	4
YPL212C	4.169925001
YPL211W	6.357552005
YPL210C	5.95419631
YPL209C	1.584962501
YPL208W	5.599912842
YPL207W	4.554588852
YPL206C	4.781359714
YPL205C	1
YPL204W	5.108524457
YPL203W	4.906890596
YPL202C	3.523561956
YPL201C	1.584962501
YPL200W	NA
YPL199C	NA
YPL198W	NA
YPL197C	NA
YPL196W	4.95419631
YPL195W	4.754887502
YPL194W	2.169925001
YPL193W	4.930737338
YPL192C	2.459431619
YPL191C	2.321928095
YPL190C	4.930737338
YPL189C-A	5.087462841
YPL189W	0
YPL188W	4.857980995
YPL187W	0
YPL185W	1.584962501
YPL186C	4.044394119
YPL184C	5.022367813
YPL183W-A	4.906890596
YPL183C	5.169925001
YPL181W	4.977279923
YPL182C	3.169925001
YPL180W	4
YPL179W	3.392317423
YPL178W	6.011227255
YPL177C	5.459431619
YPL176C	4
YPL175W	NA
YPL174C	NA
YPL173W	3.700439718
YPL172C	2.321928095
YPL171C	3.807354922
YPL170W	6.044394119
YPL169C	5.64385619
YPL168W	NA
YPL167C	NA
YPL166W	NA
YPL165C	NA
YPL164C	4.087462841
YPL163C	6.400879436
YPL162C	3.584962501
YPL161C	2.321928095
YPL160W	7.044394119
YPL159C	2.321928095
YPL158C	2.906890596
YPL157W	1.584962501
YPL156C	4
YPL155C	3.169925001
YPL154C	7.016808288
YPL153C	2.906890596
YPL152W-A	0
YPL152W	NA
YPL151C	NA
YPL150W	3.807354922
YPL149W	NA
YPL148C	NA
YPL147W	2.321928095
YPL146C	4.614709844
YPL145C	6.339850003
YPL144W	4.459431619
YPL143W	NA
YPL142C	NA
YPL141C	3.169925001
YPL140C	3.523561956
YPL139C	2.807354922
YPL138C	3.857980995
YPL136W	NA
YPL137C	4.672425342
YPL135W	6.108524457
YPL135C-A	NA
YPL134C	3.807354922
YPL133C	2.807354922
YPL132W	4.906890596
YPL131W	10.4655664
YPL130W	0
YPL129W	5.754887502
YPL128C	2.321928095
YPL127C	5.044394119
YPL126W	6.366322214
YPL125W	4.321928095
YPL124W	4.64385619
YPL123C	3.169925001
YPL122C	4.700439718
YPL121C	0
YPL120W	4.087462841
YPL119C-A	0
YPL119C	1
YPL118W	5.988684687
YPL117C	7.28077077
YPL116W	4.754887502
YPL115C	4.426264755
YPL114W	NA
YPL113C	NA
YPL112C	4.491853096
YPL111W	6.50779464
YPL110C	4.209453366
YPL109C	3.459431619
YPL108W	3.700439718
YPL107W	2.807354922
YPL106C	9.214319121
YPL105C	5.285402219
YPL104W	4.781359714
YPL103C	2
YPL101W	5.539158811
YPL102C	0
YPL100W	5.375039431
YPL099C	4.584962501
YPL098C	4.700439718
YPL097W	NA
YPL096C-A	NA
YPL096W	NA
YPL095C	NA
YPL094C	6.392317423
YPL093W	5.781359714
YPL092W	4.459431619
YPL091W	7.535275377
YPL090C	NA
YPL089C	3.584962501
YPL088W	5.044394119
YPL087W	6.614709844
YPL086C	4.426264755
YPL085W	4.857980995
YPL084W	4.95419631
YPL083C	4.857980995
YPL082C	3.321928095
YPL081W	5.794415866
YPL080C	6.285402219
YPL079W	10.31571566
YPL078C	7.897845456
YPL077C	4.321928095
YPL076W	2.807354922
YPL075W	5.189824559
YPL074W	2.584962501
YPL072W	NA
YPL073C	NA
YPL071C	NA
YPL070W	NA
YPL069C	NA
YPL068C	2.906890596
YPL067C	3.321928095
