#ORF	Gene	Heat 0' (A)	Heat 0' (A) Call	Heat 0' (B)	Heat 0' (B) Call	Heat 15'	Heat 15' Call	Heat 30'	Heat 30' Call	Heat 45'	Heat 45' Call	Heat 60'	Heat 60' Call	Heat 120'	Heat 120' Call	Acid 0' (A)	Acid 0' (A) Call	Acid 0' (B)	Acid 0' (B) Call	Acid 10'	Acid 10' Call	Acid 20'	Acid 20' Call	Acid 40'	Acid 40' Call	Acid 60'	Acid 60' Call	Acid 80'	Acid 80' Call	Acid 100'	Acid 100' Call	Alkali 0' (A)	Alkali 0' (A) Call	Alkali 0' (B)	Alkali 0' (B) Call	Alkali 10'	Alkali 10' Call	Alkali 20'	Alkali 20' Call	Alkali 40'	Alkali 40' Call	Alkali 60'	Alkali 60' Call	Alkali 80'	Alkali 80' Call	Alkali 100'	Alkali 100' Call	msn2/4 acid 0'	msn2/4 acid 0' Call	msn2/4 acid 10'	msn2/4 acid 10' Call	msn2/4 acid 20'	msn2/4 acid 20' Call	Peroxide 0' (A)	Peroxide 0' (A) Call	Peroxide 0' (B)	Peroxide 0' (B) Call	Peroxide 10'	Peroxide 10' Call	Peroxide 20'	Peroxide 20' Call	Peroxide 40'	Peroxide 40' Call	Peroxide 60'	Peroxide 60' Call	Peroxide 120'	Peroxide 120' Call	NaCl 0'	NaCl 0' Call	NaCl 15'	NaCl 15' Call	NaCl 30'	NaCl 30' Call	NaCl 45'	NaCl 45' Call	NaCl 60'	NaCl 60' Call	NaCl 120'	NaCl 120' Call	Sorbitol 0'	Sorbitol 0' Call	Sorbitol 15'	Sorbitol 15' Call	Sorbitol 30'	Sorbitol 30' Call	Sorbitol 45'	Sorbitol 45' Call	Sorbitol 90'	Sorbitol 90' Call	Sorbitol 120'	Sorbitol 120' Call
orf	gene	heat.0min.a	heat.0min.a.call	heat.0min.b	heat.0min.b.call	heat.15min	heat.15min.call	heat.30min	heat.30min.call	heat.45min	heat.45min.call	heat.60min	heat.60min.call	heat.120min	heat.120min.call	acid.0min.a	acid.0min.a.call	acid.0min.b	acid.0min.b.call	acid.10min	acid.10min.call	acid.20min	acid.20min.call	acid.40min	acid.40min.call	acid.60min	acid.60min.call	acid.80min	acid.80min.call	acid.100min	acid.100min.call	alkali.0min.a	alkali.0min.a.call	alkali.0min.b	alkali.0min.b.call	alkali.10min	alkali.10min.call	alkali.20min	alkali.20min.call	alkali.40min	alkali.40min.call	alkali.60min	alkali.60min.call	alkali.80min	alkali.80min.call	alkali.100min	alkali.100min.call	msn2/4.acid.0min	msn2/4.acid.0min.call	msn2/4.acid.10min	msn2/4.acid.10min.call	msn2/4.acid.20min	msn2/4.acid.20min.call	peroxide.0min.a	peroxide.0min.a.call	peroxide.0min.b	peroxide.0min.b.call	peroxide.10min	peroxide.10min.call	peroxide.20min	peroxide.20min.call	peroxide.40min	peroxide.40min.call	peroxide.60min	peroxide.60min.call	peroxide.120min	peroxide.120min.call	nacl.0min	nacl.0min.call	nacl.15min	nacl.15min.call	nacl.30min	nacl.30min.call	nacl.45min	nacl.45min.call	nacl.60min	nacl.60min.call	nacl.120min	nacl.120min.call	sorbitol.0min	sorbitol.0min.call	sorbitol.15min	sorbitol.15min.call	sorbitol.30min	sorbitol.30min.call	sorbitol.45min	sorbitol.45min.call	sorbitol.90min	sorbitol.90min.call	sorbitol.120min	sorbitol.120min.call
YAL039C	CYC3	1215	P	578.3	P	1826.2	P	1747.6	P	1682.2	P	2746.4	P	2168.1	P	628	P	378.1	P	1040.7	P	850.8	P	1008.7	P	821.9	P	680.2	P	762.9	P	628	P	378.1	P	1818.3	P	912.3	P	1153.8	P	1244.9	P	1231.5	P	1118.4	P	1242.9	P	947.8	P	1775.2	P	328.3	P	399.3	P	282.9	P	172	P	233.6	P	408.1	P	516.8	P	1467	P	206.3	P	330.6	P	341.1	P	333.7	P	225.1	A	1467	P	903	P	1501.8	P	808.7	P	799.6	P	909.1	P
YAL040C	CLN3	500	P	221.5	P	589.3	P	587.7	P	707.6	P	541.4	P	907.7	P	211.5	P	378.1	P	201.1	P	404	P	386.6	P	262.6	P	267.7	P	260.5	P	211.5	P	378.1	P	578.5	P	291.5	P	264.5	P	333.1	P	351.3	P	379.4	P	418.6	P	260.2	P	274.2	P	302.5	P	211.5	P	54.1	A	56.4	P	81.3	P	42.7	A	142.9	P	1210	P	172.3	P	780.1	P	639.8	P	489.9	P	349.9	P	1210	P	538.3	P	802.6	P	390.8	P	949.7	P	695.6	P
YAL041W	CDC24	181	P	81.7	P	210.7	P	188.8	P	184.9	P	172.2	P	170.6	P	102.5	P	150.2	P	127	A	87.3	P	122.9	P	65.6	A	89.2	P	84.8	P	102.5	P	150.2	P	64.1	P	97.2	P	107.8	P	100.2	P	84.9	P	77.9	P	151	P	104.5	P	72.2	P	25.8	A	145.5	P	44.3	A	74.1	P	105	P	83.8	P	119.1	P	574	P	194.2	P	701.9	P	484.5	P	961.7	P	332.8	P	574	P	508.7	P	584.8	P	430.2	P	832.2	P	669.7	P
YAL042W	YAL042W	1138	P	665.3	P	889.5	P	1097.6	P	1289.6	P	1269.6	P	1152.3	P	1367.2	P	1043.1	P	1090.1	P	1115.7	P	1067.6	P	1355.6	P	824.9	P	1085.4	P	1367.2	P	1043.1	P	644.7	P	545.2	P	678.1	P	517.4	P	698.7	P	715.8	P	776.8	P	552.9	P	630.2	P	818.9	P	959.4	P	437.8	P	375.2	P	343	P	294.2	P	635.9	P	2863	P	540.9	P	1188.2	P	697.4	P	1080	P	638.6	P	2863	P	1289.9	P	1669.7	P	1289.1	P	1856.4	P	1814.1	P
YAL043C	PTA1	238	P	123.7	P	379.3	P	319.2	P	347	P	351.7	P	482.7	P	200.6	P	139.4	P	130.5	P	164.2	P	194.6	P	185.5	P	128.9	P	198.5	P	200.6	P	139.4	P	221.1	P	83.7	P	96.9	P	194	P	150	P	117.6	P	340.9	P	158	P	187.6	P	62.7	P	121.8	P	51.7	A	47.5	P	85.8	P	102.8	P	20	A	723	P	215.5	A	329.1	P	282.4	P	473.2	A	232.5	A	723	P	462.6	P	824.7	P	386.7	P	569.1	P	378.4	P
YAL043C-A	YAL043C-A	20	A	20	A	20	A	20	A	20	A	20	A	34.1	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	79	A	27.6	A	74.4	A	57.6	A	33.4	A	22	A	79	A	20	A	62.7	A	160.1	A	32.6	A	100.6	A
YAL044C	GCV3	638	P	578.3	P	2199.6	P	2544.5	P	1872.3	P	1925.1	P	1192.1	P	2985.1	P	2847.8	P	2659.9	P	2333.5	P	2227.3	P	3165	P	2026.6	P	3223.1	P	2985.1	P	2847.8	P	4551.8	P	5268.7	P	3359.1	P	2981.4	P	1792	P	2006.6	P	2270	P	727.1	P	880.4	P	2147	P	2390.8	P	1520.1	P	903.1	P	731.9	P	1200.5	P	712.1	P	9857	P	6605.7	P	5251.4	P	4539.8	P	10657.1	P	7186.6	P	9857	P	3262.9	P	4215.7	P	6099.5	P	6276.7	P	3821	P
YAL045C	YAL045C	27	A	20	A	25.1	A	49.6	A	29.3	A	47	A	20	A	20	A	50.9	A	20	A	20	A	38.4	A	20	A	20	A	28.9	A	20	A	50.9	A	97.1	A	20	A	69.7	A	32.3	A	31.6	A	66.3	A	47.5	A	20	A	20	A	36.9	A	20	A	20	A	20	A	54.7	P	50.6	A	69.1	A	111	A	70.2	A	161.1	P	228.1	P	112.2	A	20	A	111	A	109.9	P	214	A	204.9	A	76.8	A	118.2	P
YAL046C	YAL046C	239	P	220.8	P	397.8	P	277.3	P	429	P	480.6	P	425.8	P	268.2	P	179.7	P	508	P	337.4	P	348.2	P	436.7	P	238	P	386.6	P	268.2	P	179.7	P	371.9	P	245.6	P	165.5	P	203.7	P	155.9	P	193.9	P	535.1	P	322.9	P	211.7	P	166	P	196.3	P	167.3	P	65.3	P	85.8	P	106	P	171.5	P	760	P	175.8	P	237	P	262.9	P	295.8	P	305.9	P	760	P	231.7	P	721.4	P	434.2	P	472.5	P	365.9	P
YAL047C	SPC72	67	P	48.9	P	71	P	124.6	P	71	P	78.3	P	75.6	P	20	A	20	A	56.4	A	62.1	P	89.6	A	97	P	55.5	A	51.7	P	20	A	20	A	134.3	P	20	A	56.6	P	20	A	37.5	A	77.9	A	90.6	P	48.8	P	28.9	A	95.9	P	44	P	61.5	P	20	A	22.2	P	56.9	A	20	A	114	A	73.7	P	72.9	A	115.2	A	326.1	P	100.3	A	114	A	60.9	A	219.5	A	69.2	A	32.6	A	23.8	A
YAL048C	YAL048C	63	P	26	P	56.9	P	77.8	P	72.3	P	65.4	P	53.6	P	43.6	P	142.1	P	42.3	A	54.7	P	20	A	57.1	A	53.5	P	33.1	P	43.6	P	142.1	P	49.6	P	20	A	35.9	P	20	A	20	A	23.2	A	47.5	A	51.1	P	20	A	36.9	A	20	A	41.8	P	23.7	P	38.4	P	69.6	P	31	A	104	A	41.1	A	59.1	A	35.8	A	212.4	P	227.6	P	104	A	96	A	291.5	P	251	P	150.1	A	180.4	A
YAL049C	YAL049C	768	P	587.4	P	1548.2	P	1414.8	P	1219.3	P	1212.5	P	1180.7	P	824.2	P	665	P	1192.4	P	1028.4	P	985.7	P	1081.7	P	795.2	P	725.7	P	824.2	P	665	P	1374	P	852.9	P	642.2	P	727.6	P	594.1	P	775.5	P	1324.9	P	1091.9	P	1106.5	P	579.2	P	610.8	P	533.7	P	525	P	669.8	P	658	P	638.3	P	1671	P	1443.4	P	1331.6	P	1581.7	P	2199.4	P	1267.5	P	1671	P	910.4	P	1649.4	P	2011	P	753	P	1283.3	P
YAL051W	OAF1	172	P	130.6	P	278	P	273.4	P	330.1	P	222.8	P	239.7	P	189.7	P	109.9	P	232.8	P	242.7	P	194.6	P	245.4	P	190.4	P	153	P	189.7	P	109.9	P	384.3	P	156.5	P	132.8	P	184.3	P	155.9	P	217.1	P	176.9	P	197.5	P	115.5	P	62.7	P	108.3	P	100.8	P	84.5	P	133.1	P	170.8	P	123.8	P	365	P	288.5	P	145	P	323.7	P	373.1	P	225.1	P	365	P	167.1	A	632.8	P	546.8	P	325.9	P	341	P
YAL053W	YAL053W	722	P	441.5	P	1187.4	P	1915.9	P	1953.6	P	1408.6	P	1440	P	449.2	P	375.4	P	716.1	P	599.3	P	542.8	P	710.6	P	412.5	P	361.8	P	449.2	P	375.4	P	1923.6	P	1176.8	P	916.5	P	1122.1	P	1501.9	P	1676.8	P	483.3	P	669.1	P	461.8	P	383.7	P	401	P	115.6	P	117.2	P	236.6	P	401.8	P	343	P	1449	P	723.1	P	1520.3	P	1657.7	P	2126.6	P	1419.2	P	1449	P	1144.9	P	1298.8	P	1665	P	1338.4	P	1803.7	P
YAL054C	ACS1	55	P	26	P	133.8	P	187.8	P	167.3	P	181.4	P	182	P	154.8	P	37.5	A	98.8	A	146.5	P	107.5	P	168.4	P	75.4	P	132.3	P	154.8	P	37.5	A	239.7	P	118.8	A	84.9	A	135.8	A	116.4	P	182.3	A	86.3	P	72	P	52.9	A	36.9	A	71.1	P	22.1	A	38.6	A	65.1	P	66.4	P	100	P	312	P	225.4	P	349.8	P	514.9	P	279.1	A	445.3	P	312	P	259.4	P	546.1	P	366.4	P	82.6	A	263.3	P
YAL055W	YAL055W	141	P	131.4	P	251.4	P	321.1	P	263	P	341.6	P	445.3	P	324.9	P	273.5	P	377.5	P	396.6	P	284.2	P	371	P	281.6	P	334.9	P	324.9	P	273.5	P	655	P	242.9	P	202.5	P	226.4	P	215.1	P	241.9	P	435.9	P	271.8	P	178	P	206.6	P	209.8	P	312.4	P	191.3	P	215.9	P	170.8	P	169.1	P	308	P	152.4	P	450.3	P	450.8	P	385.3	P	212.9	A	308	P	306.5	P	350.5	P	546.8	P	98.9	A	228.1	P
YAL056W	YAL056W	231	P	68.7	P	211.5	P	157.6	P	210.9	P	245.8	P	221	P	231.1	P	123.4	P	243.4	P	219	P	227.9	P	365.3	P	212.2	P	196.4	P	231.1	P	123.4	P	208.7	P	178.1	P	141.5	P	197.3	P	122.4	P	169	P	237.4	P	139.4	P	250.2	P	132.8	A	218.3	P	46.7	P	56.4	P	137.5	P	85.4	P	119.1	P	250	P	84.4	P	145	P	346.5	P	101.6	A	190.9	P	250	P	129.3	A	269.4	P	271.4	P	190.9	A	283	P
YAL058C-A	YAL058C-A	20	A	20	A	20	A	20	A	51.4	A	23	A	20	A	20	A	20	A	20	A	20	A	20	A	74.2	A	20	A	20	A	20	A	20	A	86.8	A	45.9	A	32.7	A	90.5	A	25.7	A	31.5	A	20	A	20	A	20	A	114.4	A	37.2	A	20	A	22.2	A	20	A	71.2	P	52.4	A	175	P	80.1	A	101.3	P	218.4	P	300.3	P	26.9	A	175	P	226.2	A	169.7	A	257.8	A	96.6	A	172.1	A
YAL058W	CNE1	184	P	102.4	P	232.9	P	320.1	P	320.3	P	407.9	P	369.7	P	305.3	P	182.3	P	190.5	P	279.7	P	220.2	P	291.1	P	178.5	P	202.6	P	305.3	P	182.3	P	260.3	P	205.1	P	235.1	P	342.8	P	221	P	276.7	P	258.9	P	144	P	134.7	P	191.8	P	252.1	P	127.9	P	86	P	102	P	109.1	P	252.5	P	278	A	111.3	A	181	P	72.8	A	245.7	A	171.3	A	278	A	42.5	A	169.7	A	313.5	A	121	A	158.6	A
YAL059W	ECM1	904	P	551.5	P	408.1	P	695.7	P	1238.8	P	887.5	P	1300.2	P	939.8	P	662.3	P	536.2	P	386.2	P	640	P	807.7	P	652.4	P	847.6	P	939.8	P	662.3	P	392.6	P	340.1	P	578	P	443	P	453.9	P	384.4	P	936.5	P	322.9	P	452.2	P	564.4	P	643	P	184.5	P	72.7	P	66.5	P	69.6	P	371.5	P	1533	P	621	P	365.9	P	319.4	P	442.9	P	288.7	P	1533	P	307.5	P	389.3	A	1025.8	P	1253.5	P	1362.1	P
YAL060W	YAL060W	317	P	191	P	2463.5	P	1273.7	P	686.1	P	852.6	P	808.6	P	477.5	P	458.5	P	1375.8	P	1095	P	783.4	P	696.4	P	347	P	523.1	P	477.5	P	458.5	P	962.8	P	1012.2	P	544.2	P	601.5	P	416.4	P	454	P	755.2	P	162.6	P	235.7	P	391	P	402.7	P	553.4	P	649.5	P	1052.7	P	971.2	P	323.9	P	585	P	1071.9	P	1795	P	1108.1	P	873.7	P	401.3	P	585	P	1397.9	P	1276.7	P	1028.6	P	517.9	P	647.9	P
YAL061W	YAL061W	20	A	20	A	524.2	P	85.6	P	28	A	35	P	80.4	P	98.1	P	61.7	A	804.3	P	627.4	P	245.8	P	248.3	P	121	P	275	P	98.1	P	61.7	A	2634.4	P	240.2	P	67.5	P	139	A	29.6	A	21.5	A	315	P	20	A	81.8	A	129.1	P	60.9	P	218.9	P	250.6	P	152.3	P	191.4	P	76.2	A	189	P	657.9	P	5747.7	P	4381.2	P	1574.4	P	587.3	P	189	P	3453.1	P	6536.7	P	2032.7	P	416.7	P	858.3	P
YAL062W	GDH3	59	P	54.2	P	129.4	P	130.4	P	203.1	P	208.1	P	466.4	P	80.7	P	26.8	A	109.4	P	84.3	P	81.9	P	131.3	P	95.2	P	78.6	P	80.7	P	26.8	A	363.7	P	175.4	A	165.5	P	252.2	P	175.6	P	175.6	P	181.3	P	58.1	P	72.2	P	48	A	69.4	P	76.2	P	81.6	P	93.1	P	289.5	P	100	P	244	P	57.4	A	181	P	242.3	P	20	A	20	A	244	P	256.7	P	645.7	P	553.6	P	293.3	A	209.4	A
YAL063C	FLO9	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	33.7	A	22.1	A	20	A	20	A	20	A	20	A	20	A	20	A	290	A	166.6	P	193.3	P	262.9	P	239.7	P	83.2	A	290	A	70.2	A	263.8	P	381.3	P	124.5	A	404.3	A
YAL064C-A	YAL064C-A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	NA	NA	NA	NA	NA	NA	20	A	20	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL064W	YAL064W	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	22.7	A	32.2	P	20	A	81.9	A	46.5	A	20	A	20	A	90.4	A	20	A	20	A	22.8	A
YAL064W-B	YAL064W-B	21	A	20	A	20	A	20	A	95.6	A	48.9	A	346	A	20	A	20	A	20	A	20	A	20	A	NA	NA	NA	NA	NA	NA	20	A	20	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAL065C	YAL065C	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	25.9	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	43.4	A	20	A	58.1	A
YAL066W	YAL066W	20	A	20	A	20	A	66.2	P	20	A	20	A	67.4	P	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	76.4	A	20	A	44.6	A	38.8	A	20	A	58	A	20	A	20	A	28.9	A	62.7	P	25.4	A	20	A	20	A	20	A	22.1	P	66.7	P	35	A	73.7	P	254.7	P	47.8	A	36.4	A	68.5	A	35	A	69.2	A	60.9	A	57	A	20	A	33.2	A
YAL067C	SEO1	20	A	20	A	35.5	P	20	A	20	A	26.7	P	87.8	P	24	A	24.1	A	20	A	20	A	20	A	42.8	A	20	A	31	A	24	A	24.1	A	117.8	A	67.5	A	25	A	20	A	20	A	36.5	A	20	A	27.9	P	38.5	A	20	A	20	A	22.1	A	20	A	20	A	20	A	71.5	P	20	A	26.2	A	20	A	31.5	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A
YAL068C	YAL068C	1400	P	874.6	P	967.8	P	1582.2	P	1871.6	P	1983.2	P	1247.4	P	846	P	895.6	P	1601.6	P	979.6	P	852.5	P	964.6	P	771.4	P	1219.8	P	846	P	895.6	P	1200.5	P	955.5	P	722.8	P	879.5	P	750	P	914.6	P	1549.3	P	1019.9	P	1299	P	627.1	P	709	P	425.5	P	467.1	P	519	P	555.2	P	828.8	P	961	P	345.2	P	573	P	424.8	P	1054.2	P	1057.1	P	961	P	626	P	734.3	P	563.1	P	1243	P	1399.4	P
YAL069W	YAL069W	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	23.4	P	20	A	20	A	20	A	20	A	20	A	20	A	20	A	130.3	A	20	A	94.3	A
YAR002C-A	ER11	1523	P	1359.7	P	1488.1	P	970.1	P	1131.5	P	1052.2	P	160553.6	P	887.3	P	841.3	P	1640.5	P	1577	P	1800.6	P	NA	NA	NA	NA	NA	NA	887.3	P	841.3	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR002W	YAR002W	510	P	232.2	P	365.2	P	420.4	P	390.6	P	412.5	P	297.4	P	364.1	P	327.1	P	430.4	P	458.7	P	368.7	P	448.1	P	394.6	P	326.6	P	364.1	P	327.1	P	20	A	116.1	A	115.4	A	93.8	A	128.3	A	51.4	A	470.4	P	364.7	P	279	P	431.6	P	208.1	A	194.3	P	120.1	P	168.6	P	164.5	P	145.3	A	1095	P	684.1	P	1075.4	P	978.8	P	813	P	442.9	P	1095	P	661.1	P	909.6	P	1316.2	P	1118.5	P	1137.2	P
YAR003W	YAR003W	185	P	102.4	P	160.4	P	283.2	P	313.1	P	250.4	P	204	P	148.3	P	142.1	P	179.9	P	179	P	110.1	P	194.1	P	91.2	P	128.2	P	148.3	P	142.1	P	276.9	P	135	A	161.1	P	174.6	P	136.2	P	144.2	P	107.9	P	113.8	P	129.9	P	169.7	P	160.7	P	66.4	P	94.9	P	156.7	P	140.8	P	121.5	P	596	P	714.6	P	1090	P	1037.4	P	747.8	P	301	A	596	P	691.6	P	1001.8	P	1130.3	P	708.8	P	796.1	P
YAR007C	RFA1	286	P	166.5	P	428.8	P	348.4	P	427.7	P	295.5	P	251.9	P	205	P	115.3	P	194	P	301.9	P	294.4	P	391	P	168.6	P	246	P	205	P	115.3	P	299.6	P	207.8	P	106.7	P	236.1	P	167.8	P	240.3	P	289.1	P	264.8	P	235.7	P	66.4	P	169.2	P	135.3	P	140.9	P	244	P	300.5	P	285.8	P	1272	P	725.9	P	1146	P	1770.7	P	1444	P	770.8	P	1272	P	704.5	P	1523.9	P	2351.6	P	1201.1	P	1371.4	P
YAR008W	SEN34	466	P	249	P	181.1	P	227.7	P	453.1	P	453	P	407.9	P	433.9	P	219.9	P	268.1	P	245.6	P	335.4	P	373.9	P	251.8	P	295.6	P	433.9	P	219.9	P	202.5	P	167.3	A	156.7	P	310.4	P	161.8	P	160.7	P	336.6	P	178.9	P	230.9	P	228.7	P	264	P	105.8	P	94.9	P	84.3	P	118.6	P	269.1	P	581	P	313.3	P	225.5	P	250.9	P	253.3	P	450.2	P	581	P	314.8	P	278.6	A	734.1	P	545.9	P	747.4	P
YAR009C	YAR009C	3329	P	1963.9	P	2046.6	P	2882.2	P	3381.3	P	2908.4	P	2827.9	P	6820.6	P	2882.7	P	8674.6	P	7869	P	5489	P	7063.6	P	7779.1	P	5592.3	P	6820.6	P	2882.7	P	7357.7	P	7231	P	4615.2	P	3941.8	P	3266.3	P	4695.8	P	530.8	P	1886.4	P	2814.4	P	5378.5	P	4507.5	P	6444.3	P	6023.8	P	6405	P	3813.5	P	6128.1	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR010C	YAR010C	2840	P	1307	P	2746	P	2662.3	P	2990.7	P	2364.3	P	2621.5	P	1622.3	P	1962.9	P	2084.9	P	2580.6	P	2516.6	P	1461.2	P	2405.3	P	1672.5	P	1622.3	P	1962.9	P	1262.4	P	1851.6	P	2490.5	P	960.4	P	1024.3	P	1105.2	P	729.3	P	978	P	1669.4	P	1014.5	P	940.8	P	993.7	P	1146.3	P	1422.3	P	1050.3	P	1514.8	P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YAR014C	YAR014C	163	P	76.4	P	168.6	P	218.9	P	234.4	P	202.6	P	210.5	P	191.9	P	109.9	P	109.4	P	134.7	P	158.7	P	142.7	P	170.5	P	146.8	P	191.9	P	109.9	P	198.4	P	89.1	P	152.4	P	87.3	A	102.6	P	139.2	P	133.8	P	116.2	P	77	P	59	A	111.7	P	78.7	P	38.6	P	60.6	P	66.4	P	54.8	P	1069	P	479.2	P	491.7	P	776.7	P	822.1	P	513.8	P	1069	P	531.8	P	785.9	P	1365.1	P	977.6	P	1128.9	P
YAR015W	ADE1	407	P	343.7	P	629.2	P	966.2	P	787.1	P	603	P	438	P	1016.1	P	842	P	536.2	P	457.2	P	499.2	P	562.2	P	559.2	P	595.4	P	1016.1	P	842	P	6146.9	P	7087.9	P	3030.4	P	1830.2	P	1442.7	P	2096	P	621.4	P	315.9	P	341.6	P	737.8	P	868	P	447.7	P	347	P	312	P	348	P	343	P	2349	P	596.9	P	256.2	P	388.9	A	1761	P	472.3	P	2349	P	551.2	P	1027.6	P	3623	P	1527	P	2262.9	P
YAR018C	KIN3	117	P	55.8	P	88.7	P	83.7	P	71.6	P	89.3	P	142.2	P	141.7	P	77.8	P	74.1	A	173.1	P	71.7	A	105.6	A	117	P	126.1	P	141.7	P	77.8	P	142.6	P	72.9	A	98	P	87.3	A	100.7	P	99.4	A	51.8	P	81.3	P	96.2	P	173.4	P	108.3	P	59	P	56.4	P	20	A	20	A	59.5	A	78	A	39	A	42.2	A	84.7	P	130.4	P	20	A	78	A	20	A	123.6	A	188.6	P	98.9	A	219.8	P
YAR019C	CDC15	67	P	42.8	P	107.2	P	69.1	A	111.3	P	151.9	P	157.6	P	24	P	75.1	P	42.3	A	32.6	A	51.2	A	34.2	A	63.5	A	62	A	24	P	75.1	P	20	A	20	A	20	A	20	A	20	A	20	A	103.6	P	88.3	P	134.7	P	44.3	A	28.8	P	34.4	A	23.7	A	50.3	P	52.2	P	57.2	A	147	A	43.2	A	105.9	P	136.9	P	273	P	137	A	147	A	41.5	A	99.6	A	105.8	P	172.3	A	161.7	P
YAR020C	PAU7	2102	P	1573.6	P	1861	P	2208.8	P	1883.3	P	2123.1	P	2041.3	P	2703.8	P	2638.6	P	3016.2	P	2900.2	P	2468	P	2979.5	P	2448.9	P	2420.9	P	2703.8	P	2638.6	P	4642.8	P	2342.8	P	1962.6	P	4187.6	P	3868.2	P	4265	P	3262.6	P	1677.3	P	5349.8	P	2515.9	P	2416.2	P	2331.8	P	2016.8	P	1831.9	P	994.9	P	1831.5	P	1324	P	901.7	P	464.8	P	343.3	P	561.2	P	944.5	P	1324	P	1121.8	P	496.3	P	682.5	P	1054.5	P	1644.1	P
YAR023C	YAR023C	67	P	45.1	P	91.7	P	75.9	P	100.3	P	105.9	P	133.3	P	54.5	P	20	A	67	P	60.7	P	102.4	P	77.1	P	87.2	P	60	P	54.5	P	20	A	39.3	A	78.3	P	20	A	22.6	A	65.1	P	59.7	A	86.3	P	51.1	P	96.2	A	70.1	A	55.8	P	93.5	P	115.7	P	133.1	P	44.3	P	45.3	A	43	A	92.2	A	67.5	P	61.9	A	34.9	A	156.6	A	43	A	48.9	A	51.7	A	145.2	P	104.7	A	97.4	A
YAR027W	YAR027W	225	P	188.7	P	426.6	P	426.2	P	394.5	P	299.2	P	399	P	235.5	P	195.8	P	448	P	390.6	P	309.8	P	382.4	P	228	P	272.9	P	235.5	P	195.8	P	681.8	P	348.2	P	309.1	P	326.6	P	416.4	P	429.1	P	332.3	P	204.4	P	279	P	177.1	P	196.3	P	381.2	P	440.4	P	483.5	P	409.7	P	252.5	P	51	A	125.5	P	310.7	P	164	P	309.4	P	107.7	A	51	A	88.6	A	169.7	A	123.5	P	140.8	A	66.3	A
