# From http://www.ebi.ac.uk/huber-srv/actinomycinD/ , Supplementary Table 1, Antisense artifacts in transcriptome microarray experiments are resolved by actinomycin D, Fabiana Perocchi+, Zhenyu Xu+, Sandra Clauder-Münster and Lars M. Steinmetz*. Nucleic Acids Research, 26 September 2007
orf	annotation	chr	start	end	strand	actd.level	no.actd.level	sense.fold.diff	sense.overlap	asense.actd.level	asense.no.actd.level	asense.fold.diff	asense.overlap
YBL104C	Uncharacterized	2	18177	21293	-	1.318801161	0.945423953	0.373377208	3	-1.615493541	-1.505310822	-0.110182719	4
YBL105C	Verified	2	14241	17696	-	2.365330552	2.124151627	0.241178925	3	-1.496642392	-0.916428816	-0.580213576	4
YBL106C	Verified	2	10847	13879	-	1.059696739	0.861958795	0.197737944	3	-0.568055517	-0.782647684	0.214592167	4
YBL107C	Uncharacterized	2	9961	10551	-	2.946203802	2.598769707	0.347434096	3	-1.580795202	-1.202815439	-0.377979763	4
YBL108C-A	Uncharacterized	2	7605	7733	-	NA	NA	NA	NA	NA	NA	NA	NA
YBL111C	Uncharacterized	2	2907	5009	-	NA	NA	NA	NA	NA	NA	NA	NA
YBL112C	Uncharacterized	2	2582	2899	-	NA	NA	NA	NA	NA	NA	NA	NA
YBL113C	Uncharacterized	2	280	2658	-	3.792600257	3.725965394	0.066634863	3	-1.385947776	0.286530982	-1.672478758	2
YBR001C	Verified	2	238943	241285	-	1.917718381	1.940337703	-0.022619322	3	-1.453432766	-1.169802471	-0.283630295	4
YBR002C	Verified	2	241710	242570	-	2.918083302	2.770439191	0.147644111	3	-0.853619491	-0.361415444	-0.492204047	4
YBR003W	Verified	2	242811	244232	+	2.746224638	2.725739688	0.020484951	3	-1.552742296	-1.287368886	-0.26537341	4
YBR004C	Verified	2	244368	245669	-	3.005879435	2.946324312	0.059555123	3	-1.373030863	-0.980829598	-0.392201265	4
YBR005W	Verified	2	245908	246549	+	3.020193306	2.816568361	0.203624945	3	-0.616377841	-0.134373021	-0.48200482	4
YBR006W	Verified	2	247012	248505	+	1.600593283	1.797848762	-0.197255479	3	0.370548545	0.052011536	0.318537009	3
YBR007C	Uncharacterized	2	248807	251017	-	1.07715839	0.799229571	0.277928818	3	-1.231692315	-1.180356631	-0.051335684	4
YBR008C	Verified	2	252564	254210	-	1.072219862	0.910850353	0.161369509	3	-1.550623603	-1.339446443	-0.21117716	4
YBR009C	Verified	2	255371	255682	-	5.457635838	5.413827116	0.043808722	3	-0.771505424	1.013678702	-1.785184126	2
YBR010W	Verified	2	256329	256739	+	5.073016886	5.01387089	0.059145995	3	-1.616681892	-0.61662942	-1.000052472	4
YBR011C	Verified	2	257110	257973	-	5.036283054	5.043400913	-0.007117859	3	-1.260202253	1.401795761	-2.661998014	2
YBR013C	Uncharacterized	2	265490	265879	-	2.219998766	2.328751263	-0.108752497	3	-1.6166768	-1.519457704	-0.097219097	4
YBR014C	Uncharacterized	2	266725	267336	-	3.339516237	3.151355886	0.188160351	3	-1.582335949	-0.97984495	-0.602490999	4
YBR015C	Verified	2	267710	269503	-	3.248853641	3.165676412	0.083177228	3	-1.462415449	-0.679919819	-0.78249563	4
YBR016W	Uncharacterized	2	270247	270633	+	4.339589708	4.179009066	0.160580643	3	-0.843021794	0.313132812	-1.156154607	2
YBR017C	Verified	2	270947	273703	-	2.986581321	2.78852996	0.198051361	3	-1.413920814	-0.676056007	-0.737864807	4
YBR018C	Verified	2	274427	275527	-	-0.357278703	-0.346678551	-0.010600152	4	-1.672468685	-1.780439785	0.1079711	4
YBR019C	Verified	2	276253	278352	-	-1.445686539	-1.511325665	0.065639127	4	0.643114891	0.028485636	0.614629255	3
YBR020W	Verified	2	279021	280607	+	-0.660358378	-0.930765829	0.270407451	4	-0.400647641	-0.832786505	0.432138865	4
YBR021W	Verified	2	281443	283344	+	1.818865473	1.445272413	0.37359306	3	-1.239323673	-1.305495795	0.066172121	4
YBR022W	Verified	2	283738	284271	+	2.928592213	2.864038264	0.064553949	3	-0.807102725	-0.036897522	-0.770205204	4
YBR023C	Verified	2	284428	287925	-	3.148153364	2.970528926	0.177624438	3	-1.538968363	-0.561412265	-0.977556098	4
YBR024W	Verified	2	289445	290350	+	2.435681858	2.266750161	0.168931697	3	-1.461247284	-1.195992371	-0.265254912	4
YBR025C	Uncharacterized	2	290681	291865	-	4.874819238	4.771319912	0.103499326	3	-1.428686276	-0.184768015	-1.243918261	4
YBR026C	Verified	2	292877	294019	-	2.735934699	2.740484808	-0.004550109	3	-1.541747925	-0.862329385	-0.67941854	4
YBR028C	Uncharacterized	2	294425	296002	-	2.276447228	1.965060289	0.31138694	3	-1.595399186	-1.437542934	-0.157856252	4
YBR029C	Verified	2	296369	297742	-	3.65398303	3.527123551	0.126859478	3	-1.272196677	-0.734813924	-0.537382753	4
YBR030W	Uncharacterized	2	298292	299950	+	1.732311291	1.428077087	0.304234204	3	-1.451816326	-1.374556367	-0.077259959	4
YBR031W	Verified	2	300166	301254	+	5.642797218	5.612868609	0.029928608	3	-1.391753365	1.742594489	-3.134347854	2
YBR033W	Uncharacterized	2	301944	304703	+	-1.394177963	-1.59425115	0.200073187	4	0.552729946	0.124330133	0.428399812	3
YBR034C	Verified	2	304930	305976	-	3.846176691	3.480907151	0.36526954	3	-1.520449604	-1.041766523	-0.478683082	4
YBR035C	Verified	2	306269	306955	-	3.328006306	3.271171157	0.056835149	3	-0.818268865	-0.335074136	-0.483194729	4
YBR036C	Verified	2	309081	310313	-	4.346456023	4.282068635	0.064387388	3	-1.356048577	0.791916656	-2.147965233	2
YBR037C	Verified	2	310564	311451	-	2.73015204	3.010300366	-0.280148326	3	-1.442414776	-0.807830967	-0.634583809	4
YBR038W	Verified	2	311897	314788	+	2.420578035	2.420152814	0.000425222	3	-1.518950916	-1.091526111	-0.427424804	4
YBR039W	Verified	2	315575	316510	+	4.123193495	4.128294906	-0.005101412	3	-1.311659128	0.12816089	-1.439820018	2
YBR040W	Verified	2	316968	317864	+	-1.481620493	-1.855716279	0.374095785	4	-1.649144452	-1.923126734	0.273982281	4
YBR041W	Verified	2	318266	320275	+	3.172012646	3.164048395	0.007964251	3	-1.513454249	-0.970390585	-0.543063664	4
YBR042C	Uncharacterized	2	320416	321609	-	2.532753514	2.526163548	0.006589966	3	-1.478064132	-1.294892714	-0.183171418	4
YBR043C	Verified	2	321876	323945	-	2.929228506	2.619118675	0.310109831	3	-1.462421267	-0.84279479	-0.619626477	4
YBR044C	Verified	2	324337	326058	-	2.425057142	2.279287148	0.145769994	3	-1.004255737	-0.424443235	-0.579812502	4
YBR045C	Verified	2	328369	330090	-	-0.545717668	-0.715103489	0.169385821	4	-1.595097069	-1.808965357	0.213868288	4
YBR046C	Verified	2	330505	331509	-	2.339181702	2.550078525	-0.210896823	3	-1.485185187	-0.846785035	-0.638400152	4
YBR047W	Uncharacterized	2	331831	332358	+	0.070748934	-0.193123039	0.263871973	1	-1.653723479	-1.841776905	0.188053426	4
YBR048W	Verified	2	332829	333810	+	2.190817057	1.54027431	0.650542747	3	-1.494370101	-1.207570524	-0.286799578	4
YBR049C	Verified	2	334384	336816	-	2.634494777	2.334191896	0.30030288	3	-1.358940138	-0.749355386	-0.609584752	4
YBR050C	Verified	2	337181	338197	-	-0.446202739	-0.792721355	0.346518616	4	-1.405352527	-1.574673874	0.169321348	4
YBR052C	Uncharacterized	2	338718	339350	-	3.24546482	3.447817762	-0.202352942	3	-1.391824593	-0.803111961	-0.588712632	4
YBR053C	Uncharacterized	2	339673	340749	-	3.081474361	3.388270224	-0.306795863	3	-1.279253818	-0.855457477	-0.423796341	4
YBR054W	Verified	2	343099	344133	+	3.744193637	4.080550454	-0.336356817	3	-1.207987962	-0.574284937	-0.633703026	4
YBR055C	Verified	2	344600	347299	-	1.53134989	1.25392822	0.277421671	3	-1.579146416	-1.491603075	-0.087543341	4
YBR056W	Uncharacterized	2	347877	349382	+	2.492094118	2.659535242	-0.167441124	3	-1.525527776	-1.289896026	-0.23563175	4
YBR056W-A	Uncharacterized	2	351253	351453	+	4.083049906	3.613683208	0.469366697	3	-0.494928654	-0.043818049	-0.451110605	4
YBR057C	Verified	2	352191	353291	-	2.068579912	1.753406631	0.315173281	3	-1.530270471	-0.873771658	-0.656498813	4
YBR058C	Verified	2	353670	356015	-	2.73952951	2.489122114	0.250407395	3	-1.518216544	-1.123222083	-0.394994462	4
YBR058C-A	Verified	2	356322	356564	-	4.329730749	4.471417106	-0.141686357	3	-1.206090774	-0.505633231	-0.700457543	4
YBR059C	Verified	2	356859	360185	-	2.153526165	1.87799249	0.275533675	3	-1.455879627	-0.896630822	-0.559248805	4
YBR060C	Verified	2	360650	362512	-	1.836028095	1.486469267	0.349558828	3	-1.52291477	-1.381391584	-0.141523186	4
YBR061C	Verified	2	364785	365717	-	2.692563388	2.539586067	0.152977321	3	-1.542619706	-1.193541905	-0.349077802	4
YBR062C	Uncharacterized	2	365974	366598	-	2.979068916	3.000213889	-0.021144973	3	-1.104880068	-0.919375177	-0.185504891	4
YBR063C	Uncharacterized	2	366968	368182	-	1.689190295	1.402452764	0.28673753	3	-1.439431855	-1.377678607	-0.061753248	4
YBR065C	Verified	2	368582	369676	-	1.829787629	1.55838763	0.271399999	3	-1.605171122	-1.455627442	-0.14954368	4
YBR066C	Verified	2	370035	370697	-	2.045057211	1.754886907	0.290170305	3	-0.92689747	-0.706367163	-0.220530307	4
YBR067C	Verified	2	372100	372732	-	4.922181106	4.971063168	-0.048882061	3	0.503518133	0.838841229	-0.335323096	3
YBR068C	Verified	2	373858	375687	-	4.913205522	4.753256754	0.159948769	3	-1.289963076	0.747181318	-2.037144394	2
YBR069C	Verified	2	376571	378430	-	4.245960244	4.127751847	0.118208397	3	-0.014702259	1.257927138	-1.272629398	2
YBR070C	Verified	2	379218	379931	-	2.658101264	2.705554324	-0.04745306	3	-0.887699055	-0.599724788	-0.287974267	4
YBR071W	Uncharacterized	2	380408	381043	+	3.602663105	3.456702368	0.145960736	3	-1.014490658	0.295108892	-1.30959955	2
YBR072C-A	Uncharacterized	2	382855	383016	-	-1.42469723	-1.716601529	0.291904299	4	-1.613423826	-2.007329984	0.393906158	4
YBR072W	Verified	2	382027	382671	+	0.464098761	1.245238399	-0.781139639	3	-1.54776893	-1.519187694	-0.028581236	4
YBR073W	Verified	2	383209	385983	+	0.620366002	0.297816479	0.322549523	3	-1.598522597	-1.686596	0.088073403	4
YBR074W	Uncharacterized	2	386281	389211	+	3.11249758	2.900312265	0.212185315	3	-1.535569775	-0.857367078	-0.678202697	4
YBR076W	Verified	2	390369	391388	+	-1.464009676	-1.631473339	0.167463663	4	-0.845223222	-1.027639279	0.182416057	4
YBR077C	Verified	2	391799	392287	-	3.146693122	3.361001382	-0.21430826	3	-1.250193325	-0.96417703	-0.286016296	4
YBR078W	Verified	2	393118	394854	+	4.964540153	5.081655286	-0.117115134	3	-1.38449957	0.781704948	-2.166204518	2
YBR079C	Verified	2	395377	398271	-	3.909493259	3.581588698	0.327904561	3	-1.544196865	-0.71337711	-0.830819755	4
YBR080C	Verified	2	398608	400884	-	2.828627479	2.804874204	0.023753275	3	-1.409525115	-0.850789166	-0.558735949	4
YBR081C	Verified	2	401247	405245	-	1.709314562	1.226736912	0.48257765	3	-1.626088111	-1.591260612	-0.0348275	4
YBR082C	Verified	2	406622	407163	-	4.827886311	4.929779179	-0.101892868	3	-1.437337941	0.343612557	-1.780950498	2
YBR083W	Verified	2	409163	410623	+	0.799648282	0.589962587	0.209685695	3	-1.536534077	-1.402907849	-0.133626228	4
YBR084C-A	Verified	2	414180	415255	-	2.94770487	2.184003674	0.763701196	3	-1.468890996	-1.239380864	-0.229510131	4
YBR084W	Verified	2	411048	413975	+	4.046266247	3.619018932	0.427247316	3	-1.500778179	0.02695233	-1.527730509	2
YBR085C-A	Uncharacterized	2	418901	419158	-	3.987233036	4.336171042	-0.348938005	3	-1.535469561	-1.065022212	-0.470447349	4
YBR085W	Verified	2	415977	416900	+	2.126665217	1.692365698	0.434299519	3	-1.366431769	-1.256448126	-0.109983643	4
YBR086C	Verified	2	420195	423035	-	4.000553894	3.97178472	0.028769174	3	-1.432905123	0.041259254	-1.474164377	2
YBR087W	Verified	2	423759	424823	+	2.461476088	2.289370254	0.172105834	3	-1.569758065	-1.231380665	-0.3383774	4
YBR088C	Verified	2	424984	425760	-	2.912940577	2.897224801	0.015715776	3	-1.450692233	-1.278678318	-0.172013915	4
YBR089C-A	Verified	2	426184	426483	-	4.025019674	3.88456039	0.140459284	3	-1.438777767	-0.446992979	-0.991784789	4
YBR090C	Uncharacterized	2	426327	427052	-	2.531764767	2.610217	-0.078452234	3	-1.379062912	-0.898529946	-0.480532967	4
YBR091C	Verified	2	427149	427478	-	2.948389188	2.55786645	0.390522738	3	-0.175600439	-0.064017726	-0.111582713	4
YBR092C	Verified	2	427692	429095	-	4.522359447	4.332400736	0.189958712	3	-0.253364417	1.322888056	-1.576252472	2
YBR093C	Verified	2	429542	430945	-	4.566680078	3.83767068	0.729009398	3	-0.781931036	0.752109346	-1.534040382	2
YBR094W	Uncharacterized	2	432030	434291	+	2.112160003	1.830516122	0.281643881	3	-1.58925454	-1.389457123	-0.199797416	4
YBR095C	Uncharacterized	2	434400	435692	-	1.295733728	0.895132762	0.400600966	3	-1.587831223	-1.596747192	0.008915969	4
YBR096W	Uncharacterized	2	436015	436707	+	4.385992311	4.430064403	-0.044072091	3	-1.400220011	-1.113021762	-0.287198248	4
YBR097W	Verified	2	436945	441309	+	0.654532305	0.420697179	0.233835126	3	-1.526723603	-1.702762472	0.17603887	4
YBR098W	Verified	2	441509	443584	+	0.310768994	-0.035432327	0.34620132	1	-1.379561765	-1.570984618	0.191422854	4
YBR101C	Verified	2	443815	444687	-	4.098397613	4.089258391	0.009139222	3	-1.417052868	-0.149432525	-1.267620343	4
YBR102C	Verified	2	445056	447317	-	1.370586527	0.991043172	0.379543355	3	-1.619820654	-1.510145885	-0.109674769	4
YBR103W	Verified	2	447703	449310	+	1.904192941	1.593771945	0.310420996	3	-1.459959441	-1.23850427	-0.221455171	4
YBR104W	Verified	2	449661	450650	+	3.052318338	2.353451484	0.698866853	3	-1.459060134	-1.005939914	-0.453120219	4
YBR105C	Verified	2	450875	451963	-	2.665041175	2.704514437	-0.039473261	3	-1.459923956	-0.377968113	-1.081955843	4
YBR106W	Verified	2	452652	453218	+	4.974831404	5.110588768	-0.135757363	3	-1.065258261	1.801521196	-2.866779456	2
YBR107C	Verified	2	453787	454524	-	1.955828472	1.748021334	0.207807138	3	0.874056285	0.641369753	0.232686532	3
YBR108W	Uncharacterized	2	454816	457659	+	1.506937336	1.311060082	0.195877254	3	-1.169604828	-0.637794082	-0.531810746	4
YBR109C	Verified	2	457913	458356	-	4.507830232	4.606572317	-0.098742085	3	-1.580565754	0.544753196	-2.12531895	2
YBR110W	Verified	2	458866	460215	+	3.163469154	3.099375719	0.064093435	3	-1.532127402	-0.814236314	-0.717891088	4
YBR111C	Verified	2	461172	461867	-	4.076406839	4.236321608	-0.159914769	3	-1.393089874	-0.213806363	-1.179283511	4
YBR111W-A	Verified	2	462133	462573	+	2.485666418	2.498385842	-0.012719424	3	-1.64311628	-1.503633212	-0.139483069	4
YBR112C	Verified	2	462864	465764	-	3.375000615	2.992419594	0.382581021	3	-1.341875322	0.107117522	-1.448992844	2
YBR114W	Verified	2	467242	469614	+	0.707586809	0.474717523	0.232869286	3	-1.621061923	-1.590362261	-0.030699662	4
YBR115C	Verified	2	469742	473920	-	2.502056524	1.933875186	0.568181339	3	-1.569404383	-1.074940745	-0.494463638	4
YBR117C	Verified	2	474386	476431	-	-1.156019833	-1.193988675	0.037968842	4	0.654945223	0.066753621	0.588191602	3
YBR118W	Verified	2	477665	479041	+	5.635751489	5.546054331	0.089697158	3	-0.925576219	1.346111813	-2.271688032	2
YBR119W	Verified	2	479332	480317	+	1.243275652	1.221931652	0.021344	3	-1.567061293	-1.377711007	-0.189350286	4
YBR120C	Verified	2	480429	480917	-	1.260445735	1.461889127	-0.201443392	3	-1.51448715	-1.647658946	0.133171796	4
YBR121C	Verified	2	481358	483361	-	4.614236857	4.47073762	0.143499238	3	-1.340298705	-0.013211294	-1.327087412	4
YBR122C	Verified	2	483964	484497	-	3.548274333	3.594165692	-0.04589136	3	-1.301555668	-0.306548362	-0.995007306	4
YBR123C	Verified	2	484736	486685	-	1.776339692	1.510684004	0.265655688	3	-1.567321943	-1.153807817	-0.413514126	4
YBR125C	Verified	2	487193	488374	-	3.122279095	2.849934801	0.272344295	3	-1.323934179	-0.436688948	-0.887245231	4
YBR126C	Verified	2	488899	490386	-	4.082398135	4.277019684	-0.194621549	3	-1.299985981	0.593138232	-1.893124213	2
YBR127C	Verified	2	491263	492816	-	4.904396268	4.979200137	-0.074803869	3	-1.057732848	0.983424825	-2.041157673	2
YBR128C	Verified	2	493075	494109	-	0.036742671	0.103275998	-0.066533327	3	-1.122704331	-1.328629406	0.205925075	4
YBR129C	Verified	2	494347	495333	-	2.309908353	2.335973261	-0.026064908	3	-1.506351848	-1.026020815	-0.480331033	4
YBR130C	Verified	2	495586	496863	-	2.116970432	1.973472018	0.143498415	3	-1.359570698	-1.415297469	0.055726772	4
YBR131W	Verified	2	497157	499271	+	0.820457967	0.399791108	0.420666859	3	-1.623125306	-1.779071808	0.155946502	4
YBR132C	Verified	2	499646	501436	-	0.788107332	0.779414511	0.008692822	3	-1.438846888	-1.286186245	-0.152660643	4
YBR133C	Verified	2	501798	504281	-	2.810216329	2.676811308	0.133405021	3	-1.423692502	-0.532824241	-0.89086826	4
YBR135W	Verified	2	504848	505300	+	3.586584861	3.472526868	0.114057993	3	-1.026759178	0.878989579	-1.905748757	2
YBR136W	Verified	2	505662	512768	+	0.26009829	-0.100346572	0.360444862	1	-1.602098948	-1.758555679	0.15645673	4
YBR137W	Uncharacterized	2	513038	513577	+	2.769299007	2.592207943	0.177091064	3	-1.462531531	-1.587601212	0.125069681	4
YBR138C	Uncharacterized	2	513756	515330	-	0.321491476	0.221275191	0.100216285	3	-1.524884041	-1.588359511	0.06347547	4
YBR139W	Uncharacterized	2	515658	517184	+	2.940700554	3.376148692	-0.435448139	3	-1.386633022	-0.644109594	-0.742523428	4
YBR140C	Verified	2	517344	526622	-	1.793574836	1.594199681	0.199375155	3	-1.567950096	-1.410272779	-0.157677317	4
YBR141C	Uncharacterized	2	527019	528032	-	1.135876206	0.714723151	0.421153055	3	0.128729134	0.191738963	-0.063009829	3
YBR142W	Verified	2	528311	530632	+	2.423472126	1.765711597	0.657760528	3	-1.578237274	-1.286619708	-0.291617566	4
YBR143C	Verified	2	530863	532176	-	4.524866919	4.392683556	0.132183364	3	-1.47125063	-0.248844362	-1.222406267	4
YBR145W	Verified	2	533756	534811	+	3.109097766	2.559602814	0.549494952	3	-1.345710951	-0.877053214	-0.468657737	4
YBR146W	Verified	2	535254	536090	+	3.693603359	3.599389185	0.094214173	3	-1.494591624	-0.17258596	-1.322005664	4
YBR147W	Uncharacterized	2	536569	537459	+	0.348992353	0.125272822	0.223719531	3	-1.607289987	-1.721532453	0.114242466	4
YBR148W	Verified	2	537870	539699	+	-1.119203915	-1.29321086	0.174006945	4	-1.576622006	-1.833946541	0.257324535	4
YBR149W	Verified	2	539981	541015	+	3.875489779	4.187270992	-0.311781213	3	0.525700492	0.870701603	-0.345001112	3
YBR150C	Verified	2	541203	544487	-	0.693885738	0.551226999	0.142658739	3	-1.495073872	-1.642182896	0.147109024	4
YBR151W	Verified	2	545022	545972	+	4.067915916	4.308660632	-0.240744716	3	-1.474347173	0.709018017	-2.18336519	2
YBR152W	Verified	2	546370	547245	+	1.318059017	0.743702074	0.574356943	3	-1.556171975	-1.662309706	0.106137731	4
YBR153W	Verified	2	547454	548188	+	2.39244388	2.118962605	0.273481275	3	-1.492497522	-0.845064476	-0.647433046	4
YBR154C	Verified	2	548356	549003	-	3.701299206	3.50578824	0.195510966	3	-1.477941596	-1.045354154	-0.432587442	4
YBR155W	Verified	2	549765	550922	+	1.714213673	1.108510121	0.605703552	3	-1.55811747	-1.593058402	0.034940932	4
YBR156C	Verified	2	551098	553194	-	0.583447985	0.344936595	0.23851139	3	-1.467007023	-1.543099592	0.076092568	4
YBR157C	Verified	2	553537	554304	-	0.585638276	0.50498281	0.080655466	3	0.094471257	-0.007126396	0.101597653	1
YBR158W	Verified	2	556543	558192	+	3.924106605	3.782234037	0.141872568	3	-1.458310021	0.128103	-1.586413021	2
YBR159W	Uncharacterized	2	558679	559722	+	4.195512193	4.318778359	-0.123266166	3	-1.570398575	-0.462522993	-1.107875582	4
YBR160W	Verified	2	560072	560968	+	2.598035235	2.502726217	0.095309018	3	-1.412972569	-1.010772984	-0.402199585	4
YBR161W	Verified	2	561629	562759	+	2.5534463	2.422000899	0.131445402	3	-1.469548532	-1.202882798	-0.266665734	4
YBR162C	Uncharacterized	2	563198	564565	-	4.739329653	4.705857742	0.033471911	3	-1.319089974	0.533174138	-1.852264112	2
YBR162W-A	Verified	2	565226	565423	+	4.868903415	4.882212398	-0.013308983	3	-1.235691466	-0.489496672	-0.746194794	4
YBR163W	Verified	2	565718	567475	+	1.995400637	1.794821293	0.200579345	3	-1.484858264	-1.19887895	-0.285979313	4
YBR164C	Verified	2	567870	568421	-	3.343999895	2.851548788	0.492451106	3	-1.52135735	-1.226879622	-0.294477728	4
YBR165W	Verified	2	568847	569680	+	2.836274706	2.559217281	0.277057425	3	-1.52392524	-1.00784824	-0.516077001	4
YBR166C	Verified	2	569837	571195	-	2.741560387	2.570338981	0.171221407	3	-1.570870136	-0.653108141	-0.917761995	4
YBR167C	Verified	2	571463	571885	-	1.457253468	1.28681872	0.170434748	3	-1.379836682	-1.531250349	0.151413667	4
YBR168W	Verified	2	572366	573607	+	1.717425633	1.64312134	0.074304293	3	-1.654547446	-1.669384239	0.014836793	4
YBR169C	Verified	2	573910	575991	-	1.878607976	2.34291099	-0.464303014	3	-1.605274183	-1.406630401	-0.198643782	4
YBR170C	Verified	2	576339	578081	-	2.459380019	2.288269508	0.171110511	3	-1.49846348	-0.862300149	-0.636163331	4
YBR171W	Verified	2	578359	578979	+	3.386637964	3.494303617	-0.107665653	3	-1.600256895	-1.104835277	-0.495421619	4
YBR172C	Verified	2	579145	581367	-	2.862129173	2.522907565	0.339221608	3	-1.476347684	-1.032181772	-0.444165912	4
YBR173C	Verified	2	581721	582167	-	4.033385877	4.072584567	-0.039198691	3	-0.155440337	0.885630999	-1.041071336	2
YBR175W	Verified	2	582403	583350	+	2.989286743	2.782678052	0.206608691	3	-1.083415686	-0.761855493	-0.321560193	4
YBR176W	Verified	2	583715	584653	+	2.177713107	1.89709119	0.280621917	3	-1.417790871	-1.265603316	-0.152187555	4
YBR177C	Verified	2	584802	586157	-	3.514547563	3.638710283	-0.12416272	3	-1.438317809	-0.470525779	-0.96779203	4
YBR179C	Verified	2	586542	589109	-	2.058730888	1.914013078	0.144717811	3	-1.13380659	-1.044074263	-0.089732327	4
YBR180W	Verified	2	589736	591454	+	-1.33960073	-1.601210834	0.261610104	4	0.322699196	-0.205042411	0.527741608	1
YBR181C	Verified	2	591707	592769	-	2.573756559	1.791917071	0.781839488	3	-1.485181442	-1.318507005	-0.166674436	4
YBR182C	Verified	2	593501	594859	-	1.454069356	1.011964723	0.442104632	3	-1.008572067	-1.149800025	0.141227958	4
