# From Lipson et al. Nature Biotech (2009) supplementary table 1
# downloaded from http://www.nature.com.ezp-prod1.hul.harvard.edu/nbt/journal/v27/n7/extref/nbt.1551-S2.xls on 8/28/2009
orf	gene	chan7	chan8	chan9	chan10	chan11	chan12	chan.avg	stdev	inter.channel.cv	inter.prep.cv	microarray	nagalakshmi
YBR012C	YBR012C	152.8	153.3	151.3	163.5	162.3	162.1	157.55	5.63	0.007	0.128	NA	25
YBR012W-A	YBR012W-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YBR012W-B	YBR012W-B	42	44.6	45.8	41	38.9	34.7	41.17	4.02	0.044	0.032	NA	NA
YBR013C	YBR013C	29.5	28.4	27.9	30.7	26	26.6	28.18	1.76	0.029	0.041	50	NA
YBR014C	YBR014C	52.1	46.8	50.8	51.2	46.1	50.5	49.58	2.5	0.055	0.075	683	71
YBR015C	MNN2	134.1	134.5	127.4	131.6	126.1	129.4	130.52	3.47	0.030	0.011	1593	48.5
YBR016W	YBR016W	181.3	171.2	177.7	195.8	187.7	193.9	184.6	9.59	0.029	0.133	783	147.5
YBR017C	KAP104	92.7	91.5	88.6	91.1	92.7	92.7	91.55	1.6	0.023	0.009	1478	30
YBR018C	GAL7	3.4	4	3.7	5.2	4.4	5	4.28	0.72	0.081	0.226	51	1
YBR019C	GAL10	16	17.2	16.8	17.1	17.2	14.6	16.48	1.03	0.037	0.051	30	3
YBR020W	GAL1	7.9	7	7.1	7.2	8.4	7.3	7.48	0.55	0.067	0.051	141	1
YBR021W	FUR4	36.8	35.3	34.1	34.6	33.9	35.7	35.07	1.09	0.038	0.036	478	2
YBR022W	POA1	33.6	33.1	31.9	31.5	29.6	29.8	31.58	1.65	0.027	0.073	108	23
YBR023C	CHS3	102.2	112.2	109.1	105.5	103.7	104	106.12	3.79	0.047	0.077	1876	6
YBR024W	SCO2	55.3	50.1	50.7	49.7	50.2	54.6	51.77	2.5	0.055	0.110	1056	35.5
YBR025C	OLA1	573.5	570.8	593.6	579.9	561.2	567.6	574.43	11.25	0.022	0.022	5440	394.5
YBR026C	ETR1	77.5	78	74.6	73.8	74.8	69.6	74.72	3.02	0.024	0.028	701	43
YBR027C	YBR027C	6.1	5.1	9.7	6	5.3	11.1	7.22	2.53	0.347	0.016	NA	NA
YBR028C	YBR028C	60.7	61.7	61.9	61.9	62.3	58.3	61.13	1.49	0.010	0.046	673	NA
YBR029C	CDS1	105	108.7	103.4	101.2	109.9	110.6	106.47	3.83	0.026	0.019	1077	32
YBR030W	YBR030W	35.1	33.5	32	30.9	35.7	31.9	33.18	1.92	0.046	0.090	300	16
YBR031W	RPL4A	2080.8	2067.2	2060.6	1960.9	1918.1	1931.8	2003.23	74.22	0.005	0.068	15658	1376
YBR032W	YBR032W	32.4	33.5	32.7	36.5	43.6	32.7	35.23	4.37	0.017	0.079	NA	5.5
YBR033W	EDS1	18.2	17.3	16.4	18.1	17	17.8	17.47	0.7	0.052	0.030	194	2
YBR034C	HMT1	215	201.8	216.4	208.7	208.2	206.2	209.38	5.48	0.038	0.026	2162	86
YBR035C	PDX3	209.1	201.3	201.8	200.6	206.3	203.1	203.7	3.32	0.021	0.059	1604	38
YBR036C	CSG2	105	106	107.4	105.6	108.4	110.5	107.15	2.06	0.011	0.049	1472	105.5
YBR037C	SCO1	21.5	24.7	22.8	25.4	25.6	25.6	24.27	1.72	0.070	0.085	411	9.5
YBR038W	CHS2	53.3	58	57	57.3	59.8	54.7	56.68	2.34	0.044	0.054	607	16
YBR039W	ATP3	232.5	234.7	237	244.3	239.4	244.1	238.67	4.86	0.010	0.039	2357	74
YBR040W	FIG1	65.8	58	59	58.2	59.8	56.5	59.55	3.25	0.070	0.080	1192	3
YBR041W	FAT1	76.2	74	80.3	76.7	76.6	76.6	76.73	2.03	0.042	0.014	1232	14
YBR042C	CST26	52.7	54.6	55.6	58.1	56.9	57.4	55.88	2.01	0.027	0.049	815	31.5
YBR043C	QDR3	61.2	63.4	62	64.5	61	57.3	61.57	2.48	0.018	0.028	1258	14
YBR044C	TCM62	35	34.3	34.2	33.9	33.9	34.2	34.25	0.4	0.013	0.020	569	12
YBR045C	GIP1	12.7	13.9	11.5	12.7	13.1	12.4	12.72	0.79	0.094	0.009	166	2
YBR046C	ZTA1	64.2	62.6	62.1	67.4	64	65.2	64.25	1.91	0.017	0.027	623	38
YBR047W	YBR047W	61.8	59.3	61.9	63.2	67.2	71.2	64.1	4.34	0.024	0.015	569	19.5
YBR049C	REB1	70	72	68	68.6	68.3	68	69.15	1.58	0.029	0.013	465	20
YBR050C	REG2	14	15.5	13.6	13.5	13.6	14.6	14.13	0.78	0.070	0.061	334	3
YBR051W	YBR051W	2	1.8	2.1	1.5	1.4	1.5	1.72	0.29	0.078	0.145	NA	1
YBR052C	RFS1	185.3	180.9	183.1	192.1	195.5	188.3	187.53	5.54	0.012	0.025	2217	161.5
YBR053C	YBR053C	59.8	58.3	60.4	59.2	58.5	57.9	59.02	0.96	0.018	0.006	1279	68
YBR054W	YRO2	70.6	75.1	72.6	74.7	81.1	74.8	74.82	3.53	0.031	0.030	1571	143.5
YBR055C	PRP6	38.9	42	43.4	45	42.1	45	42.73	2.3	0.056	0.118	1133	35.5
YBR056C-B	YBR056C-B	0.6	0.5	0.8	0.6	0.4	0.8	0.62	0.16	0.241	0.173	NA	NA
YBR056W	YBR056W	69.2	70.3	69.4	67.9	66.4	69.6	68.8	1.41	0.008	0.024	740	62
YBR056W-A	YBR056W-A	17.5	15.9	17	18.4	17	19.3	17.52	1.19	0.049	0.061	210	NA
YBR057C	MUM2	66.5	65.9	67.5	62.5	65.4	68.7	66.08	2.12	0.012	0.032	613	10.5
YBR058C	UBP14	51.1	49.7	47.9	46.8	56.3	54.6	51.07	3.74	0.032	0.077	511	39
YBR058C-A	TSC3	238.1	240.4	237.4	208.5	215.6	209.6	224.93	15.23	0.007	0.072	790	183.5
YBR059C	AKL1	67.1	66	69.9	62.2	67.3	68.4	66.82	2.62	0.030	0.038	773	22
YBR060C	ORC2	55.8	56	53.6	55.8	52.5	55.6	54.88	1.47	0.024	0.000	993	21
YBR061C	TRM7	66.6	64.5	64	65	66.8	65.1	65.33	1.13	0.021	0.025	546	18.5
YBR062C	YBR062C	42.1	38	41.4	38.6	42.5	42.9	40.92	2.1	0.054	0.044	998	39.5
YBR063C	YBR063C	19.9	20.6	19.5	19.3	20.5	20.4	20.03	0.55	0.028	0.016	502	19
YBR064W	YBR064W	0.2	0	0	0.1	0.1	0.2	0.1	0.09	1.732	0.500	NA	NA
YBR065C	ECM2	13.7	14	13.3	14.8	13.3	14.8	13.98	0.69	0.026	0.062	163	3
YBR066C	NRG2	30.2	33.2	31.9	28.3	30.1	27.1	30.13	2.24	0.047	0.142	111	16.5
YBR067C	TIP1	163.3	165.7	161.1	171.5	170.1	171	167.12	4.38	0.014	0.025	1530	277
YBR068C	BAP2	219.3	215.5	216.8	227.3	235.7	224.6	223.2	7.62	0.009	0.019	2495	105
YBR069C	TAT1	119	118.9	115.5	122.4	119.1	120.3	119.2	2.25	0.017	0.028	2407	13.5
YBR070C	ALG14	28.9	30.1	31	29.9	30.7	28.6	29.87	0.96	0.035	0.061	341	26
YBR071W	YBR071W	30.3	29.5	29.4	30.2	28.1	29.1	29.43	0.8	0.017	0.040	252	19.5
YBR072C-A	YBR072C-A	4.2	4.9	5.1	4.3	4.8	4.2	4.58	0.4	0.100	0.209	2	5
YBR072W	HSP26	55.6	50.8	53.4	48.7	50.5	54.3	52.22	2.63	0.045	0.084	324	190
YBR073W	RDH54	67.2	65.7	69.1	63.6	65.7	69.2	66.75	2.18	0.025	0.059	1468	18
YBR074W	YBR074W	63	62.6	60.4	62.7	59.3	62	61.67	1.49	0.023	0.024	1050	31.5
YBR076C-A	YBR076C-A	54.7	56	55	57	59	56.9	56.43	1.57	0.012	0.031	NA	NA
YBR076W	ECM8	2.7	4.6	2.9	3.8	2.5	3.3	3.3	0.79	0.307	0.174	50	NA
YBR077C	SLM4	35.5	34.4	36.1	35.5	38.7	36.1	36.05	1.44	0.024	0.018	525	23.5
YBR079C	RPG1	232	228.4	233.3	228.5	214.8	233.4	228.4	7.03	0.011	0.018	3184	40.5
YBR080C	SEC18	94.7	89.4	89.3	92.2	87.1	87.5	90.03	2.91	0.034	0.027	1484	28
YBR081C	SPT7	40.8	49.5	45.3	45.8	46.4	47	45.8	2.85	0.096	0.058	806	22
YBR083W	TEC1	86	89.7	91.9	91.5	94.3	88.3	90.28	2.93	0.033	0.031	1450	10.5
YBR084W	MIS1	162.3	161.6	167.4	161.3	161.9	166.1	163.43	2.62	0.019	0.038	1673	76.5
YBR085C-A	YBR085C-A	205.5	199.4	198.5	210.9	198.1	211.4	203.97	6.18	0.019	0.035	476	90
YBR085W	AAC3	50.9	47	52.8	49.9	50	51.9	50.42	2.01	0.059	0.021	698	15
YBR086C	IST2	167.1	169.8	171.5	168.9	178.9	172.5	171.45	4.12	0.013	0.017	4096	32
YBR087W	RFC5	75.9	75.4	74.5	79	78.8	75.7	76.55	1.88	0.009	0.026	550	40
YBR088C	POL30	251.5	251.9	244.8	257.1	250.4	257.6	252.22	4.73	0.016	0.040	2150	74
YBR089C-A	NHP6B	57.1	57.2	57	52.8	57.2	53	55.72	2.18	0.002	0.064	815	102
YBR089W	YBR089W	1.1	1.3	1	1.3	1	0.9	1.1	0.17	0.135	0.121	NA	NA
YBR091C	MRS5	54.5	58.7	55.6	55.5	53	50.9	54.7	2.64	0.039	0.090	308	NA
YBR092C	PHO3	273.3	283.5	283.5	278.8	301.6	283	283.95	9.52	0.021	0.042	2297	157.5
YBR093C	PHO5	5	5.9	5.7	6	6.4	5.2	5.7	0.52	0.085	0.168	199	108
YBR094W	PBY1	47.8	49.7	49.2	49.4	50.3	54.8	50.2	2.4	0.020	0.086	964	11
YBR095C	RXT2	51.2	50.6	50.9	49.2	46.2	49.4	49.58	1.84	0.006	0.073	555	9
YBR096W	YBR096W	120.2	123.6	121.2	116.3	117.8	122.2	120.22	2.74	0.014	0.037	1374	81.5
YBR097W	VPS15	33.6	32.3	33	33.2	35	34	33.52	0.93	0.020	0.007	478	4
YBR098W	MMS4	11.6	11	9.2	11.3	10.9	11.4	10.9	0.87	0.118	0.026	218	13.5
YBR099C	YBR099C	6.3	5.5	6.9	5.6	6.3	6.5	6.18	0.54	0.113	0.075	NA	NA
YBR101C	FES1	84.2	84.5	83	91.5	83.2	88.4	85.8	3.41	0.009	0.075	2102	645.5
YBR102C	EXO84	36	38.2	34.7	35.2	37.3	36.2	36.27	1.3	0.049	0.068	323	26
YBR103C-A	YBR103C-A	1.2	0.8	0.8	0.7	1.5	1.1	1.02	0.31	0.247	0.270	NA	NA
YBR103W	SIF2	26.3	24.9	27	25.8	25.6	27.8	26.23	1.04	0.041	0.068	720	NA
YBR104W	YMC2	88.1	87.6	84.8	86.7	81.6	87.4	86.03	2.46	0.020	0.034	1045	13.5
YBR105C	VID24	230.2	213.4	224.3	220	214.3	221	220.53	6.29	0.038	0.027	1370	46.5
YBR106W	PHO88	788.4	769	787	816.9	824.6	824	801.65	23.3	0.014	0.018	5152	182.5
YBR107C	IML3	10.2	10.6	10.6	10.3	11.2	11.6	10.75	0.54	0.022	0.083	157	12.5
YBR108W	YBR108W	27	24.7	27.9	28.4	29.2	29.1	27.72	1.69	0.062	0.030	141	20
YBR109C	CMD1	332.6	322.4	334.2	367	357	350.2	343.9	16.91	0.019	0.051	1930	334
YBR109W-A	YBR109W-A	0.5	1.4	1.7	0.7	0.9	1.3	1.08	0.46	0.520	0.733	NA	NA
YBR110W	ALG1	72.4	68.2	71.5	67.4	67.5	69.9	69.48	2.13	0.031	0.037	934	29
YBR111C	YSA1	162.1	166	160.5	172.9	160.7	170	165.37	5.19	0.017	0.038	2699	476
YBR112C	CYC8	127.3	130	133.4	142.8	131.7	141.3	134.42	6.26	0.023	0.104	1033	28.5
YBR113W	YBR113W	0.2	0.3	0.5	0.1	0.3	0.7	0.35	0.22	0.458	0.346	NA	4.5
YBR114W	RAD16	54.2	47.2	51.8	50.2	50.8	51.7	50.98	2.3	0.070	0.050	897	9.5
YBR115C	LYS2	307.5	309.3	320	301.6	303	307	308.07	6.52	0.022	0.021	3083	26
YBR116C	YBR116C	0.7	0.8	1.6	0.8	0.9	1.8	1.1	0.47	0.477	0.075	NA	1
YBR117C	TKL2	2.7	3.2	2	2.2	3	1.6	2.45	0.62	0.229	0.122	46	NA
YBR118W	TEF2	6210.4	6203.8	6245.7	6238.8	6137.6	6191.1	6204.57	38.9	0.004	0.025	25615	1294.5
YBR120C	CBP6	39	34.8	36.8	38	37.5	42	38.02	2.41	0.057	0.044	477	76
YBR121C	GRS1	504.9	514	498.9	517	506.9	512.4	509.02	6.69	0.015	0.081	7833	239
YBR121C-A	YBR121C-A	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YBR122C	MRPL36	74.3	71.8	73.9	72.1	70.6	74.2	72.82	1.53	0.018	0.075	586	54
YBR123C	TFC1	38	39.6	35.9	36.9	38.1	39.6	38.02	1.47	0.049	0.110	738	11
YBR124W	YBR124W	0.3	0.2	0.3	0.7	0.4	0.5	0.4	0.18	0.217	0.390	NA	1
YBR125C	PTC4	75.8	79.6	76.2	71	70.2	69.6	73.73	4.05	0.027	0.043	921	6.5
YBR126C	TPS1	201.1	191.8	193.1	194.7	193.4	197.8	195.32	3.49	0.026	0.048	2063	196
YBR126W-A	YBR126W-A	127.7	129.9	128	123.7	130.9	122	127.03	3.49	0.009	0.038	NA	NA
YBR126W-B	YBR126W-B	129.3	129.9	128	125.5	129.1	120.2	127	3.68	0.008	0.037	NA	NA
YBR127C	VMA2	590.7	590.7	585.8	571.7	555.7	578	578.77	13.54	0.005	0.018	4672	108.5
YBR128C	ATG14	8.8	9.6	9.2	8.2	7.6	10.1	8.92	0.92	0.043	0.079	148	4.5
YBR129C	OPY1	43.2	46.4	48.1	46.3	49.4	46.4	46.63	2.09	0.054	0.059	386	19
YBR130C	SHE3	64	65	69.5	65.4	69.1	70.8	67.3	2.83	0.044	0.039	1115	10.5
YBR131C-A	YBR131C-A	0	0	0	0.1	0.1	0	0.03	0.05	N/A	1.732	NA	NA
YBR131W	CCZ1	43	40.4	36	41	40.8	36.8	39.67	2.7	0.089	0.024	552	7
YBR132C	AGP2	12.9	11.8	12.8	16.2	17.1	15.5	14.38	2.16	0.049	0.115	203	5
YBR133C	HSL7	67.5	66.2	66.5	68.6	66.8	69.1	67.45	1.18	0.010	0.034	641	20
YBR134W	YBR134W	0.8	0.7	0.9	0.4	0.7	0.9	0.73	0.19	0.125	0.329	NA	1
YBR135W	CKS1	84	83.9	79.2	85.3	87.8	85.2	84.23	2.84	0.033	0.040	360	23.5
YBR136W	MEC1	26.1	24.7	24.2	27.9	28.7	26.3	26.32	1.75	0.039	0.071	245	5.5
YBR137W	YBR137W	83.2	87.6	85.4	89.5	81.6	87.8	85.85	3.02	0.026	0.037	652	57
YBR138C	YBR138C	13.9	14.2	12.7	14.4	14.3	13.8	13.88	0.62	0.058	0.045	187	8
YBR139W	YBR139W	77.6	73.7	77.4	76.2	73.8	74.8	75.58	1.74	0.029	0.012	1085	15.5
YBR140C	IRA1	88.1	90.7	88.5	86	90	86.6	88.32	1.84	0.016	0.068	937	22
YBR141C	YBR141C	33.5	30.5	34.6	36.5	34.7	31.2	33.5	2.28	0.065	0.067	511	4.5
YBR141W-A	YBR141W-A	6.5	6.1	7.7	6.3	6.4	6.4	6.57	0.57	0.123	0.068	NA	NA
YBR142W	MAK5	75.1	79.2	74.4	80.7	78.8	88	79.37	4.89	0.034	0.183	2218	28.5
YBR143C	SUP45	358.2	363.7	355.5	361.4	364	361.9	360.78	3.32	0.012	0.047	4688	149
YBR144C	YBR144C	7.4	8.2	6.3	6.9	7.6	8	7.4	0.71	0.131	0.108	NA	2.5
YBR145W	ADH5	188.8	192.9	201	197.1	197.2	199.3	196.05	4.47	0.032	0.037	1565	66.5
YBR146W	MRPS9	78.5	77.6	78.8	79.4	81.4	75.6	78.55	1.92	0.008	0.075	1210	90
YBR147W	YBR147W	93.7	96.1	94.1	99.6	96.6	105	97.52	4.23	0.014	0.072	2401	10
YBR148W	YSW1	23.4	22.4	21.3	24.5	25.3	23	23.32	1.44	0.047	0.076	262	3.5
YBR149W	ARA1	143.3	132	139.3	146.5	139.6	137.3	139.67	4.99	0.041	0.028	1761	173.5
YBR150C	TBS1	35.1	35.7	32.3	32.8	31.6	34.5	33.67	1.66	0.053	0.081	560	64
YBR151W	APD1	101.9	101.3	98.4	102	97.7	98.7	100	1.94	0.019	0.039	1105	107.5
YBR152W	SPP381	9	9.2	8.1	8.7	7.8	8.9	8.62	0.55	0.067	0.074	56	3
YBR153W	RIB7	41.2	42.7	42.4	40.4	41.8	42.3	41.8	0.86	0.019	0.019	447	12.5
YBR154C	RPB5	267.5	265.6	263.9	267.8	260.9	272.7	266.4	4	0.007	0.001	2111	80
YBR155W	CNS1	84.8	91	88.9	89.5	87	95.3	89.42	3.59	0.036	0.080	825	10.5
YBR156C	SLI15	22.5	23.6	22.1	19.9	20.4	21.3	21.63	1.38	0.034	0.071	420	8
YBR157C	ICS2	10.3	11	11.8	13.4	12.8	11.9	11.87	1.13	0.068	0.190	195	26.5
YBR158W	AMN1	175.1	180.9	173	166.7	180.8	169.9	174.4	5.75	0.023	0.029	4001	99.5
YBR159W	YBR159W	221	216.9	219.8	216.7	211.1	222.2	217.95	4.01	0.010	0.013	3851	46.5
YBR160W	CDC28	57.9	57	55.4	54	56.7	56	56.17	1.36	0.022	0.041	800	26
YBR161W	CSH1	30.4	31.1	30.6	34.7	32.3	33.7	32.13	1.76	0.012	0.067	408	12
YBR162C	TOS1	1640.8	1636.5	1636.7	1554.6	1578.1	1555.1	1600.3	42.19	0.001	0.040	6660	113.5
YBR162W-A	YSY6	670.4	673.2	662.2	657.1	662.4	651	662.72	8.22	0.009	0.062	746	357.5
YBR163W	DEM1	47.9	42.3	42.1	43.1	42.7	41.3	43.23	2.37	0.075	0.083	847	6
YBR164C	ARL1	140	132.2	134.9	138.3	136.9	143.7	137.67	4.01	0.029	0.023	1123	85.5
YBR165W	UBS1	44	39.5	39.6	39	42.8	39	40.65	2.18	0.063	0.061	437	3
YBR166C	TYR1	106.5	105.7	98.8	103.8	100.6	106	103.57	3.18	0.041	0.073	2351	28
YBR167C	POP7	42.5	44.6	44.7	49.8	42.3	43.3	44.53	2.77	0.028	0.079	730	10
YBR168W	PEX32	20	23.3	22.3	22.7	21.9	20.1	21.72	1.37	0.077	0.091	253	9
YBR169C	SSE2	43.2	39.7	45.7	43.7	46.2	44.1	43.77	2.31	0.070	0.007	433	139
YBR170C	NPL4	46.9	46.9	45.1	46.1	43.2	48.2	46.07	1.74	0.022	0.033	1218	32.5
YBR171W	SEC66	156.7	155.1	152.6	167.6	167.7	169.6	161.55	7.54	0.013	0.040	1019	75
YBR172C	SMY2	129.7	121.4	124.6	131.8	129.5	133.3	128.38	4.51	0.033	0.073	1445	23
YBR173C	UMP1	168.8	167.8	166.6	176.8	186	175.7	173.62	7.4	0.007	0.025	973	49.5
YBR174C	YBR174C	0.3	0.3	0.2	0.3	0.3	0.1	0.25	0.08	0.217	0.000	NA	NA
YBR175W	SWD3	30.7	30.5	29.3	33.8	31.7	31.8	31.3	1.53	0.025	0.054	337	28
YBR176W	ECM31	39.8	42.3	41.1	41.7	38.8	37.2	40.15	1.93	0.030	0.039	271	25.5
YBR177C	EHT1	64.5	66.8	62.6	65	66.8	66.9	65.43	1.73	0.033	0.044	657	67
YBR178W	YBR178W	0.3	0.5	0.5	0	0.5	0.3	0.35	0.2	0.266	1.146	NA	3
YBR179C	FZO1	31.5	28.1	33.8	32.7	34.6	33.1	32.3	2.31	0.092	0.049	313	26
YBR180W	DTR1	2.5	3.4	3	2.2	2.2	3.2	2.75	0.52	0.152	0.231	15	1
YBR182C	SMP1	11.8	10.9	13.1	12.9	13.3	12	12.33	0.93	0.093	0.048	177	4
YBR182C-A	YBR182C-A	1.1	1.6	1.4	1.2	1.6	1.6	1.42	0.22	0.184	0.083	15	2
YBR183W	YPC1	59.4	61	62.9	62.5	63.8	63.3	62.15	1.65	0.029	0.026	892	21
YBR184W	YBR184W	7.9	6.9	6.6	7.8	7.3	5.8	7.05	0.79	0.095	0.047	52	1
YBR185C	MBA1	43.2	44.3	43.6	45.9	44	42.5	43.92	1.16	0.013	0.032	314	50
YBR187W	GDT1	173.3	169.9	163.7	166.6	163.2	164	166.78	4.06	0.029	0.022	2361	118
YBR188C	NTC20	33.5	30.6	33.9	33.3	33.2	33.5	33	1.2	0.055	0.003	262	14
YBR190W	YBR190W	9.4	11.8	9.9	11.5	9.6	11.7	10.65	1.13	0.122	0.188	NA	NA
YBR191W-A	YBR191W-A	36.6	40.2	40.2	43.9	47.8	44.3	42.17	3.95	0.053	0.149	NA	NA
YBR192W	RIM2	47.8	47	43.6	49.1	42.1	41.4	45.17	3.22	0.048	0.021	678	13.5
YBR193C	MED8	29.5	29.3	32.8	27.4	29.7	28.3	29.5	1.83	0.064	0.059	268	53.5
YBR194W	YBR194W	27	24.7	24.3	26.8	25.5	24.1	25.4	1.26	0.058	0.046	281	16.5
YBR195C	MSI1	27.9	30.1	29.6	29.7	31.1	28.1	29.42	1.22	0.039	0.044	584	12
YBR196C	PGI1	1062.1	1050	1050.5	1048	1088.8	1078.5	1062.98	17.07	0.006	0.012	12568	957.5
YBR196C-A	YBR196C-A	3.6	3.3	2.8	3.1	3.3	2.9	3.17	0.29	0.125	0.144	153	7.5
YBR196C-B	YBR196C-B	5.3	5.4	5.7	5.7	3.8	6.4	5.38	0.87	0.038	0.216	93	4.5
YBR197C	YBR197C	18.6	20	22.1	23.1	20.9	21.7	21.07	1.6	0.087	0.120	139	17
YBR198C	TAF5	58.8	57.6	60.3	55	55.5	54.4	56.93	2.34	0.023	0.035	1158	33
YBR199W	KTR4	118.3	123.5	122.7	129.1	122.3	118.8	122.45	3.9	0.023	0.088	1281	85
YBR200W	BEM1	54.9	50.2	54.9	49.6	50.3	52.8	52.12	2.42	0.051	0.072	448	15
YBR200W-A	YBR200W-A	0	0.1	0	0	0.1	0.2	0.07	0.08	1.732	N/A	12	1
YBR201C-A	YBR201C-A	40.3	41.6	40.1	38.4	38.4	37.8	39.43	1.46	0.020	0.032	NA	17.5
YBR201W	DER1	43.7	43.9	41.7	40.8	43	45.5	43.1	1.67	0.028	0.050	624	19.5
YBR202W	CDC47	76.7	75.4	78.3	78.3	75.8	87.3	78.63	4.42	0.019	0.012	1659	7
YBR203W	COS111	36.7	37.1	35.2	36.9	34.4	36	36.05	1.07	0.028	0.037	421	2.5
YBR204C	YBR204C	41.3	42.6	46.5	41.8	41.1	41.4	42.45	2.05	0.062	0.034	483	41.5
YBR205W	KTR3	115.5	119	106.4	109.1	113.5	115.8	113.22	4.67	0.057	0.029	1368	NA
YBR206W	YBR206W	10	10.2	13.5	12.4	11.1	9.8	11.17	1.49	0.175	0.107	NA	NA
YBR207W	FTH1	75.6	74.8	75.1	78.1	83	77.9	77.42	3.08	0.005	0.033	3564	75
YBR208C	DUR12	35.3	40.2	37.4	38.5	38.9	39	38.22	1.69	0.065	0.062	403	20
YBR209W	YBR209W	0.3	0.3	0	0	0.1	0.1	0.13	0.14	0.866	1.732	NA	1
YBR210W	ERV15	74.4	70.4	71.8	78.2	74.4	71.8	73.5	2.8	0.028	0.025	1026	26.5
YBR211C	AME1	46.5	48.1	45.2	47.5	44.9	48.4	46.77	1.48	0.031	0.086	545	23
YBR212W	NGR1	37.7	38.7	42.8	38.1	42.4	39	39.78	2.23	0.068	0.098	764	62.5
YBR213W	MET8	15.4	18.3	15.6	15.4	14.1	16.7	15.92	1.43	0.099	0.038	181	6
YBR214W	SDS24	58.7	61.1	60.3	53.9	55.3	56.7	57.67	2.85	0.020	0.052	596	42
YBR215W	HPC2	31.4	29.2	31.7	30.4	34	34.5	31.87	2.05	0.044	0.095	400	10
YBR216C	YBP1	26.7	27.8	28.9	25.4	26	28.5	27.22	1.4	0.040	0.077	231	15
YBR217W	ATG12	29.3	29.6	27.6	28.7	27.4	31.2	28.97	1.41	0.037	0.075	188	22
YBR218C	PYC2	162.7	160	159.8	154.8	165.3	163	160.93	3.64	0.010	0.049	2973	38
YBR220C	YBR220C	41.9	36.9	40.5	44.2	42.1	41.9	41.25	2.44	0.065	0.029	342	NA
YBR221C	PDB1	453.5	455.6	452.1	461.4	461.2	459.7	457.25	4.05	0.004	0.010	4855	164
YBR221W-A	YBR221W-A	0.5	0.6	0.7	0.4	0.6	0.4	0.53	0.12	0.167	0.286	3	NA
YBR222C	PCS60	77.7	85.1	79.7	79.8	77	80.2	79.92	2.84	0.047	0.028	618	NA
YBR223C	TDP1	16.4	15.2	17.4	14.5	16.1	15.6	15.87	1.01	0.067	0.116	127	NA
YBR223W-A	YBR223W-A	0	0	0	0.1	0.1	0	0.03	0.05	N/A	0.866	NA	NA
YBR224W	YBR224W	0	0	0	0.4	0	0.1	0.08	0.16	N/A	1.732	NA	NA
YBR225W	YBR225W	28.5	29.3	30.2	29.3	29.6	28.1	29.17	0.76	0.029	0.026	374	NA
YBR226C	YBR226C	0.4	0.5	0.8	1.2	1.2	0.7	0.8	0.34	0.367	0.693	NA	NA
YBR227C	MCX1	47.3	46.9	45.4	46.8	47.1	47.2	46.78	0.7	0.022	0.061	680	NA
YBR228W	SLX1	32.5	34.3	30.1	32.9	36.2	33	33.17	2.02	0.065	0.078	487	4.5
YBR229C	ROT2	61.4	61.3	65.4	61.9	67.4	69.8	64.53	3.58	0.037	0.019	1074	24.5
YBR230W-A	YBR230W-A	21.2	23.4	22.4	25.8	23.1	22.3	23.03	1.56	0.049	0.120	196	29.5
YBR231C	SWC5	19.8	18	21.3	17.7	21.2	19.3	19.55	1.53	0.084	0.086	173	5.5
YBR232C	YBR232C	0.3	0.2	0.2	0.4	0.2	0.3	0.27	0.08	0.247	0.173	NA	NA
YBR233W	PBP2	46.1	46.3	46	52.4	44.7	49.8	47.55	2.92	0.003	0.117	380	10
YBR233W-A	DAD3	87.2	85.5	84	85.5	83.3	87.8	85.55	1.75	0.019	0.071	219	18.5
YBR234C	ARC40	158.8	163.3	154.8	156.4	163.1	158.3	159.12	3.47	0.027	0.008	2701	91.5
YBR235W	YBR235W	41.6	40.4	42.8	39.3	38.2	39.3	40.27	1.69	0.029	0.043	424	30
YBR236C	ABD1	50.9	49.2	51	48.8	45	49	48.98	2.18	0.020	0.086	469	30.5
YBR237W	PRP5	39.5	40.2	36.7	40	38.3	39.6	39.05	1.33	0.048	0.016	527	13.5
YBR238C	YBR238C	112.4	111.8	108.8	110.1	109.7	105.3	109.68	2.53	0.017	0.020	849	11.5
YBR239C	YBR239C	41.6	38.1	40.9	41.3	40.7	45.3	41.32	2.32	0.046	0.023	422	9
YBR240C	THI2	10.6	11	12.7	10.1	11.1	10.6	11.02	0.9	0.098	0.100	149	0.5
YBR241C	YBR241C	23.3	25.3	28.3	24.6	22.3	24.8	24.77	2.05	0.098	0.027	435	11
YBR242W	YBR242W	55	56.2	59	60	62.1	59.4	58.62	2.6	0.036	0.045	784	NA
YBR243C	ALG7	49.3	50.6	52.8	48.6	53.1	54	51.4	2.21	0.035	0.065	661	NA
YBR244W	GPX2	155.5	154.8	152.7	164	165.1	175.7	161.3	8.71	0.009	0.062	674	155.5
YBR245C	ISW1	61.9	61.5	65.4	64.6	61.1	65.6	63.35	2.07	0.034	0.069	675	22
YBR246W	YBR246W	71.9	75	78.4	72.9	72.5	71.9	73.77	2.54	0.043	0.082	626	NA
YBR247C	ENP1	86.9	90.7	87	93.2	94	94.6	91.07	3.45	0.025	0.073	1178	21
