#Supplemental Table 3: Protein identification using 15 cm columns, 3 µm C18 beads and 140 min gradients.
#Protein IDs	Gene name	Uniprot	Peptides	Razor Peptides	Unique Peptides	Sequence Coverage [%]	Mol. Weight [kDa]	PEP	Intensity Exp1	Intensity Exp2	Intensity Exp3
orf	protein.name	gene.name	uniprot	peptides	razor.peptides	unique.peptides	sequence.coverage	mw	pep	intensity.exp1	intensity.exp2	intensity.exp3
YJL167W	Dimethylallyltranstransferase;Farnesyl diphosphate synthase;Farnesyl pyrophosphate synthase;Geranyltranstransferase	BOT3;ERG20;FDS1;FPP1;J0525;YJL167W	P08524;P15495	14	14	14	46.9	40.5	6.3195E-170	18116000	13199000	9411900
YDR399W	Bypass of repression by adenine protein 6;Hypoxanthine-guanine phosphoribosyltransferase	BRA6;D9509.18;HPT1;YDR399W	Q04178	2	2	2	7.7	25.2	1.7062E-08	214880	211370	0
YBL047C	Bud site selection protein 15;EH domain-containing and endocytosis protein 1	BUD15;EDE1;YBL047C;YBL0501;YBL0520	P34216	10	10	10	11.3	150.8	3.9863E-108	2037700	2511400	2172600
YER044C	Endoplasmic reticulum membrane protein, may facilitate protein-protein interactions between the Erg26p dehydrogenase and the Erg27p 3-ketoreductase and/or tether these enzymes to the ER, also interacts with Erg6p;Ergosterol biosynthetic protein 28	BUD18;ERG28;YER044C	D3DLU4;P40030	1	1	1	8.1	17.1	5.3181E-09	2868600	318090	193580
YAR007C	DNA-binding protein BUF2;Replication factor A protein 1;Replication protein A 69 kDa DNA-binding subunit;Single-stranded DNA-binding protein	BUF2;FUN3;RFA1;RPA1;YAR007C	P22336;P38906	2	2	2	3.5	70.3	0.00076802	0	241170	5020200
YER159C	Bur6p;Negative cofactor 2 complex subunit alpha;Transcription repressor BUR6	BUR6;NCB1;YER159C	D3DM66;P40096	1	1	1	7	15.5	0.0020234	0	106920	131620
YBR126C	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit;General glucose sensor subunit 1;Glycogen metabolism control protein GLC6;Trehalose synthase complex catalytic subunit TPS1;Trehalose-6-phosphate synthase;UDP-glucose-glucosephosphate glucosyltransferase	BYP1;CIF1;FDP1;GGS1;GLC6;TPS1;TSS1;YBR0922;YBR126C	Q00764;Q01801;Q05168;Q6J5J4	2	2	2	7.9	56.1	0.000022722	1054700	0	76861
YFL028C	CCR4-associated factor 16	CAF16;YFL028C	P43569	2	2	2	8.3	33.1	9.3275E-08	400110	0	0
YER048C	Caj1p;Protein CAJ1	CAJ1;YER048C	D3DLU9;P39101	1	1	1	3.6	44.9	0.011818	0	0	55266
YPL048W	Calcium and membrane-binding protein 1;Calcium phospholipid-binding protein;Elongation factor 1-gamma 1;Eukaryotic elongation factor 1Bgamma 1;Translation elongation factor 1B gamma 1	CAM1;TEF3;YPL048W	P29547;Q9URC6	6	5	5	16.6	47.1	1.7745E-40	636290	491900	1203300
YNL138W	Adenylyl cyclase-associated protein	CAP1;N1210;N1838;SRV2;YNL138W	P17555	10	10	10	24.5	57.5	8.8656E-267	2501900	2483700	1907200
YKL007W	F-actin-capping protein subunit alpha	CAP1;YKL007W;YKL155	P28495	4	4	4	19	30.7	2.6008E-15	1187800	534020	798600
YIL034C	F-actin-capping protein subunit beta	CAP2;YIL034C	P13517;Q07082	1	1	1	4.5	32.6	0.0017661	0	124950	119870
YLR438W	Ornithine aminotransferase;Ornithine--oxo-acid aminotransferase	CAR2;CARGB;L9753.2;YLR438W	P07991	1	1	1	2.8	46.1	0.0059806	0	311250	131500
YMR125W	80 kDa nuclear cap-binding protein;Glycolysis regulation protein 3;Nuclear cap-binding protein complex subunit 1;Protein SUT1;Suppressor of TOP1 protein	CBC1;CBP80;GCR3;STO1;SUT1;YM8564.07;YM9553.01;YMR125W	P34160	1	1	1	1.4	100.0	3.9997E-11	0	0	78277
YLR175W	Centromere/microtubule-binding protein CBF5;Centromere-binding factor 5;H/ACA ribonucleoprotein complex subunit 4;H/ACA snoRNP protein CBF5;p64';Small nucleolar RNP protein CBF5	CBF5;L9470.11;YLR175W	P33322	5	5	5	14.5	54.7	5.8564E-39	1833400	892860	480810
YIL043C	Microsomal cytochrome b reductase;NADH-cytochrome b5 reductase 1;P35	CBR;CBR1;CBR5;YIL043C	P38626	5	5	5	22.2	31.5	9.6391E-21	1301700	570800	1430800
YKR066C	Cytochrome c peroxidase, mitochondrial	CCP;CCP1;CPO;YKR066C	P00431;Q6Q5M9	4	4	4	11.6	40.4	1.2006E-73	786570	459470	676880
YAL021C	Carbon catabolite repressor protein 4;Cytoplasmic deadenylase;Glucose-repressible alcohol dehydrogenase transcriptional effector	CCR4;FUN27;YAL021C	P31384	2	2	2	2.6	94.7	7.2464E-06	38287	93498	0
YMR038C	Superoxide dismutase 1 copper chaperone	CCS1;LYS7;YM9532.03C;YMR038C	P40202	4	4	4	28.9	27.3	9.8561E-15	1300800	95996	1339400
YDR212W	CCT-alpha;T-complex protein 1 subunit alpha	CCT1;TCP1;YD8142.13;YD8142B.04;YDR212W	P12612	4	4	4	10.2	60.5	1.1655E-32	789320	327060	324410
YJR064W	CCT-epsilon;T-complex protein 1 subunit epsilon	CCT5;J1752;TCP5;YJR064W	P40413	9	9	9	17.8	61.9	5.2792E-27	1553200	1788000	1038800
YDR188W	CCT-zeta;T-complex protein 1 subunit zeta	CCT6;TCP20;TCP6;YD9395.21;YDR188W	P39079	6	6	6	13.2	59.9	2.829E-65	397600	317440	712980
YJL111W	CCT-eta;T-complex protein 1 subunit eta	CCT7;J0804;YJL111W	P42943	7	7	7	14.4	59.7	4.5478E-44	1176900	2105900	1157800
YJL008C	CCT-theta;T-complex protein 1 subunit theta	CCT8;J1374;YJL008C	P47079	10	10	10	25.9	61.7	3.8482E-82	2154000	994230	1160100
YJL158C	Cell wall mannoprotein CIS3;Covalently-linked cell wall protein 5/11;Protein with internal repeats 4;Soluble cell wall protein 8	CCW11;CCW5;CIS3;J0561;PIR4;SCW8;YJL158C	P47001	1	1	1	4.4	23.2	0.0053983	277270	277580	278990
YJL159W	150 kDa heat shock glycoprotein;Cell wall mannoprotein HSP150;Covalently-linked cell wall protein 7;Protein with internal repeats 2	CCW7;HSP150;J0558;ORE1;PIR2;YJL159W	B6RI02;B6RI03;B6RI04;P32478;P47000;Q03179;Q6VXX4;Q86ZT2	1	1	1	2.4	41.1	0.0010454	182600	136080	247910
YCR002C	Cell division control protein 10	CDC10;YCR002C;YCR022;YCR2C	P25342	2	2	2	10.9	37.0	0.002204	0	304280	0
YHR107C	Cdc12p;Cell division control protein 12;Septin	CDC12;CLA10;PSL7;YHR107C	D3DL57;P32468	2	2	2	6.4	46.7	7.4718E-89	401430	131350	409430
YAL038W	Pyruvate kinase 1	CDC19;PYK1;YAL038W	P00549;Q2VQG5	22	22	22	48.4	54.5	0	409600000	280760000	136640000
YLR314C	Cell division control protein 3	CDC3;L8543.7;YLR314C	P32457;Q06161	5	5	5	12.1	60.0	3.1046E-11	456470	66777	192790
YOL139C	eIF-4F 25 kDa subunit;Eukaryotic translation initiation factor 4E;mRNA cap-binding protein	CDC33;TIF45;YOL139C	P07260	7	7	7	30.5	24.3	1.005E-25	959480	4482900	2736900
YDR168W	Cell division control protein 37;Hsp90 chaperone protein kinase-targeting subunit;Hsp90 co-chaperone Cdc37	CDC37;SMO1;YD9489.03;YDR168W	P06101;Q04132	4	4	4	11.7	58.4	2.1055E-42	928010	735950	351030
YDL126C	Cell division control protein 48	CDC48;YDL126C	P25694	17	17	17	27.9	92.0	3.4978E-228	16655000	13632000	9817600
YGL190C	Cell division control protein 55;PR55;Protein phosphatase PP2A regulatory subunit B	CDC55;G1345;YGL190C	Q00362	1	1	1	1.9	59.7	0.013035	0	102420	0
YPL160W	Leucine--tRNA ligase;Leucyl-tRNA synthetase, cytoplasmic	CDC60;P2564;YPL160W	P26637	24	24	23	31.7	124.1	1.0743E-234	11422000	14951000	7527700
YOR361C	Cell cycle regulation and translation initiation protein;Eukaryotic translation initiation factor 3 90 kDa subunit;Eukaryotic translation initiation factor 3 subunit B;Translation initiation factor eIF3 p90 subunit	CDC63;PRT1;YOR361C	P06103	7	7	7	10.9	88.1	2.7215E-50	1094900	1255500	719790
YOR326W	Cell divison control protein 66;Class V unconventional myosin MYO2;Myosin-2;Type V myosin heavy chain MYO2	CDC66;MYO2;O6167;YOR326W	P19524	2	2	2	2	180.7	4.8055E-08	1823800	39227	27345
YGL207W	Cell division control protein 68;Facilitates chromatin transcription complex subunit SPT16;FACT complex subunit SPT16;Suppressor of Ty protein 16	CDC68;SPT16;SSF1;YGL207W	P32558	2	2	2	3.8	118.6	0.00063328	0	194040	83509
YLR195C	Cell division control protein 72;Glycylpeptide N-tetradecanoyltransferase;Myristoyl-CoA:protein N-myristoyltransferase;Peptide N-myristoyltransferase	CDC72;L8167.14;NMT1;YLR195C	P14743	3	3	3	10.3	52.8	1.0193E-12	77215	0	137700
YPR016C	Eukaryotic translation initiation factor 6	CDC95;LPZ15C;TIF6;YPR016C	Q12522	1	1	1	6.9	26.5	6.2784E-17	456330	125240	87577
YOL145C	Centromere-binding factor 1-dependent protein 1;Cln three-requiring protein 9;RNA polymerase-associated protein CTR9	CDP1;CTR9;YOL145C	O14409;P89105;Q07332;Q08292	1	1	1	1.5	124.7	2.5307E-23	0	41301	56800
YGL206C	Clathrin heavy chain	CHC1;YGL206C	P22137	15	15	15	13.3	187.2	7.5602E-78	1441200	664820	931430
YKL002W	DOA4-independent degradation protein 4;ESCRT-III complex subunit VPS2;Vacuolar protein-sorting-associated protein 2;Vacuolar protein-targeting protein 14	CHM2;DID4;GRD7;REN1;VPL2;VPS2;VPT14;YKL002W	P36108	1	1	1	3.9	26.3	0.000012997	67179	87927	0
YGR157W	Phosphatidylethanolamine N-methyltransferase	CHO2;G6673;PEM1;YGR157W	P05374	2	2	2	2.3	101.2	0.000071165	47104	52245	71827
YHR052W	Cic1p;Core interacting component 1;Proteasome-interacting protein CIC1	CIC1;NSA3;YHR052W	D3DL01;P38779	3	3	3	7.4	42.5	1.6507E-07	339830	88317	162250
YER133W	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-2	CID1;DIS2;GLC7;YER133W	D3DM39;P32598	2	2	2	9.6	35.9	1.6594E-07	1199500	434740	0
YGL048C	26S protease regulatory subunit 8 homolog;Protein CIM3;Protein SUG1;Tat-binding protein TBY1	CIM3;CRL3;RPT6;SUG1;TBPY;TBY1;YGL048C	Q01939	4	4	4	14.3	45.3	2.1306E-20	334460	164840	75784
YKL145W	26S protease regulatory subunit 7 homolog;Protein CIM5;Tat-binding homolog 3	CIM5;RPT1;YKL145W;YTA3	P33299	1	1	1	2.8	52.0	1.4304E-06	380660	63200	55016
YNR001C	Citrate synthase, mitochondrial	CIT1;GLU3;LYS6;N2019;YNR001C	P00890	3	3	3	7.5	53.4	3.6684E-42	1404700	239910	105880
YOR061W	Casein kinase II subunit alpha'	CKA2;YOR061W;YOR29-12	P19454	2	2	2	5.6	39.4	5.7686E-13	50612	157340	150630
YNL154C	Casein kinase I homolog 2	CKI1;N1755;YCK2;YNL154C	P23292	1	1	1	1.8	62.1	0.0017891	53023	0	0
YGR167W	Clathrin light chain	CLC1;YGR167W	P17891	5	5	5	18	26.5	1.5525E-25	937440	2680800	392620
YPR036W	Vacuolar proton pump subunit H;V-ATPase 54 kDa subunit;V-type proton ATPase subunit H	CLS11;VMA13;YP3085.02;YPR036W	P41807	11	11	11	29.7	54.4	3.3019E-163	3458100	1834600	3078100
YDL185W	Endonuclease PI-SceI;Sce VMA intein;Vacuolar proton pump subunit A;VMA1-derived endonuclease;V-type proton ATPase catalytic subunit A	CLS8;D1286;TFP1;VMA1;YDL185W	O74301;P17255;Q9Y7W5	22	22	22	25.3	118.6	2.2411E-249	60803000	36825000	23031000
YMR012W	Protein TIF31	CLU1;TIF31;YM8270.16;YMR012W	Q03690	10	10	10	10.1	145.2	5.0565E-35	1712500	562030	1179900
YKL137W	COX assembly mitochondrial protein;COX biogenesis factor CMC1;Mitochondrial metallochaperone-like protein CMC1	CMC1;YKL137W	P36064	1	1	1	9.9	13.0	0.00021021	0	60580	39094
YBR109C	Calmodulin	CMD1;YBR0904;YBR109C	P06787	5	5	5	37.4	16.1	3.6536E-173	5128000	8097300	5843200
YML057W	Calcineurin A2;Calmodulin-binding protein 2;Serine/threonine-protein phosphatase 2B catalytic subunit A2	CMP2;CNA2;YM9958.05;YML057W	P14747	1	1	1	1.8	68.5	0.0011776	0	0	35732
YGR032W;YLR342W	1,3-beta-D-glucan-UDP glucosyltransferase;1,3-beta-glucan synthase component FKS1;1,3-beta-glucan synthase component GSC2;Calcineurin dependent protein 1;Calcofluor white hypersensitivity protein 53;Echinocandin target gene protein 1;FK506 sensitivity protein 1;FK506 sensitivity protein 2;Glucan synthase of cerevisiae protein 1;Glucan synthase of cerevisiae protein 2;Papulacandin B resistance protein 1	CND1;CWH53;ETG1;FKS1;FKS2;GLS1;GLS2;GSC1;GSC2;L8300.6;PBR1;YGR032W;YLR342W	P38631;P40989;Q45U52;Q53YZ4;Q6TKS9;Q6TKT0	4	4	4	2.7	217.0	6.7887E-22	496160	244450	252170
YLR293C;YOR185C	Chromosome stability protein 17;Genetic suppressor of PRP20-1;GTPase Ran homolog;GTP-binding nuclear protein GSP1/CNR1;GTP-binding nuclear protein GSP2/CNR2	CNR1;CNR2;CST17;GSP1;GSP2;L8003.19;YLR293C;YOR185C	P32835;P32836	7	7	7	31.5	24.8	1.4438E-93	8359800	18178000	8052200
YLL050C	Actin-depolymerizing factor 1;Cofilin	COF1;L0596;YLL050C	Q03048;Q05307;Q2XN65	6	6	6	61.5	15.9	7.4859E-86	15386000	4902800	4812700
YDL145C	Alpha-coat protein;Coatomer subunit alpha	COP1;D1578;RET1;SEC33;YDL145C	P53622;Q07595	6	6	6	6.6	135.6	9.452E-48	992240	513850	318660
YBL045C	Complex III subunit 1;Core protein I;Cytochrome b-c1 complex subunit 1, mitochondrial;Ubiquinol-cytochrome-c reductase complex core protein 1	COR1;QCR1;YBL0403;YBL045C	P07256	3	3	3	8.5	50.2	1.7822E-46	0	715050	192520
YPR191W	Complex III subunit 2;Core protein II;Cytochrome b-c1 complex subunit 2, mitochondrial;Ubiquinol-cytochrome-c reductase complex core protein 2	COR2;P9677.6;QCR2;UCR2;YPR191W	P07257	5	5	5	20.9	40.5	1.0032E-27	446440	604150	508050
YLR038C	Cytochrome c oxidase polypeptide VIb;Cytochrome c oxidase subunit 6B	COX12;YLR038C	Q01519;Q9URA6	1	1	1	15.7	9.8	1.3768E-13	0	0	76654
YGL187C	Cytochrome c oxidase polypeptide IV;Cytochrome c oxidase subunit 4, mitochondrial	COX4;G1362;YGL187C	A2TBN6;P04037	1	1	1	12.9	17.1	0.000004667	0	0	24822
YNL052W;YIL111W	Cytochrome c oxidase polypeptide 5A, mitochondrial;Cytochrome c oxidase polypeptide 5B, mitochondrial;Cytochrome c oxidase polypeptide Va;Cytochrome c oxidase polypeptide Vb	COX5A;COX5B;N2474;YIL111W;YNL052W;YNL2474W	P00424;P00425	2	2	2	16.3	17.1	1.5872E-10	45183	78959	40261
YHR051W	Cox6p;Cytochrome c oxidase polypeptide VI;Cytochrome c oxidase subunit 6, mitochondrial	COX6;YHR051W	D3DL00;P00427	2	2	2	12.8	17.3	0.0001079	1283500	0	0
YOR303W	Arginine-specific carbamoyl-phosphate synthetase, glutamine chain;Carbamoyl-phosphate synthase arginine-specific small chain	CPA1;YOR303W	P07258	3	3	3	7.3	45.4	8.3024E-14	740380	139170	81433
YJR109C	Arginine-specific carbamoyl-phosphate synthetase, ammonia chain;Carbamoyl-phosphate synthase arginine-specific large chain	CPA2;J2002;YJR109C	P03965	21	20	20	28	123.9	1.5886E-138	10375000	5265200	4721400
YOL004W	Transcriptional regulatory protein SIN3	CPE1;GAM2;RPD1;SDI1;SDS16;SIN3;UME4;YOL004W	P22579;Q08049	3	3	3	1.7	174.8	0.00024679	58747	34196	0
YDR155C	Cyclophilin;Cyclosporin A-binding protein;Peptidyl-prolyl cis-trans isomerase;PPI-II;Rotamase	CPH1;CPR1;CYP1;SCC1;YD8358.10C;YDR155C	P14832	9	9	8	71.6	17.4	2.0058E-80	62114000	55042000	63937000
YOR020C	10 kDa chaperonin;10 kDa heat shock protein, mitochondrial	CPN10;HSP10;OR26.10;YOR020C	P38910	4	4	4	60.4	11.4	2.9755E-35	11322000	7084600	4839100
YML078W	Cyclophilin C;Peptidyl-prolyl cis-trans isomerase C, mitochondrial;PPI-III;Rotamase C	CPR3;CYP3;YML078W	P25719	6	5	5	40.7	19.9	1.0727E-40	2867100	3594200	3199800
YDR304C	Cyclophilin D;Peptidyl-prolyl cis-trans isomerase D;Rotamase D	CPR5;CYP5;CYPD;D9740.14;YDR304C	P35176	2	2	2	13.3	25.3	1.5459E-12	1381200	987740	1803100
YLR216C	Peptidyl-prolyl cis-trans isomerase CPR6;Rotamase CPR6	CPR6;L8167.24;YLR216C	P53691;Q6Q5K7	5	5	5	12.7	42.1	8.9527E-16	897540	463340	380130
YJL172W	Carboxypeptidase S;GLY-X carboxypeptidase;YSCS	CPS;CPS1;J0510;YJL172W	P27614	3	3	3	6.1	64.6	5.784E-17	569250	428250	449480
YAR003W	COMPASS component SWD1;Complex proteins associated with SET1 protein SWD1;Set1C component SWD1	CPS50;FUN16;SAF49;SWD1;YAR003W	P39706	1	1	1	3.3	48.7	0.0019038	327880	0	0
YGR116W	Chromatin elongation factor SPT6;Transcription elongation factor SPT6	CRE2;G6169;SPT6;SSN20;YGR116W	P23615	4	4	4	3.4	168.3	1.7699E-15	159950	100900	166790
YGR189C	Congo red hypersensitive protein 1;Probable glycosidase CRH1	CRH1;G7553;YGR189C	P53301	3	3	3	4.7	52.8	0.00000365	1606600	0	78524
YOR259C	26S protease subunit RPT4;26S protease subunit SUG2;Proteasomal cap subunit	CRL13;PCS1;RPT4;SUG2;YOR259C	P53549;Q08718	3	3	2	8.5	49.4	1.675E-34	404190	412910	544070
YGR218W	Chromosome region maintenance protein 1;Exportin-1;Karyopherin-124	CRM1;G8514;KAP124;XPO1;YGR218W	P30822	4	4	4	4	124.1	1.5079E-28	279360	143350	98416
YLR429W	Coronin-like protein	CRN1;L9576.2;YLR429W	Q06440	3	3	3	4.1	72.6	8.8661E-18	402690	301940	156060
YDR529C	Complex III subunit 7;Complex III subunit VII;Cytochrome b-c1 complex subunit 7;Ubiquinol-cytochrome c reductase c reductase complex 14 kDa protein	CRO1;D9719.32;QCR7;UCR7;YDR529C	P00128	1	1	1	15.7	14.6	5.9768E-30	0	245790	170830
YGR180C	Ribonucleoside-diphosphate reductase small chain 2;Ribonucleotide reductase R2 subunit 2;Ribonucleotide reductase small subunit 2	CRT3;RNR4;YGR180C	P49723;Q66R92	13	13	13	39.4	40.1	0	49050000	34372000	25738000
YJL026W	Ribonucleoside-diphosphate reductase small chain 1;Ribonucleotide reductase R2 subunit 1;Ribonucleotide reductase small subunit 1	CRT6;J1271;RNR2;YJL026W	P09938	8	8	8	20.8	46.1	2.67E-143	37693000	12405000	14063000
YER070W;YIL066C	Ribonucleoside-diphosphate reductase;Ribonucleoside-diphosphate reductase large chain 1;Ribonucleoside-diphosphate reductase large chain 2;Ribonucleotide reductase DNA damage-inducible regulatory subunit 2;Ribonucleotide reductase large subunit 1;Ribonucleotide reductase large subunit 2;Ribonucleotide reductase R1 subunit 1;Ribonucleotide reductase R1 subunit 2	CRT7;DIN1;RIR1;RNR1;RNR3;SDS12;YER070W;YIL066C	D3DLX5;P21524;P21672	4	4	4	5.4	99.6	2.8196E-13	105950	478120	218850
YBR112C	General transcriptional corepressor CYC8;Glucose repression mediator protein CYC8	CRT8;CYC8;SSN6;YBR0908;YBR112C	P14922	1	1	1	1	107.2	0.0054466	130800	0	69049
YJL191W;YCR031C	40S ribosomal protein S14-A;40S ribosomal protein S14-B;RP59A;RP59B	CRY1;CRY2;J0354;RPL59;RPS14A;RPS14B;YCR031C;YCR31C;YJL191W	P06367;P39516;Q96VG9	4	4	4	31.9	14.7	2.008E-30	2260300	8268800	4464000
YGL238W	Chromosome segregation protein CSE1;Importin alpha re-exporter	CSE1;HRC135;YGL238W	P33307	1	1	1	1.2	109.4	0.01319	0	36653	0
YGL244W	RNA polymerase-associated protein RTF1	CSL3;HRA458;RTF1;YGL244W	P53064;P89115	1	1	1	2.3	65.9	2.8654E-15	53368	52909	0
YLR380W	CHS5 SPA2 rescue protein 1;Phosphatidylinositol transfer protein CSR1;SEC14 homolog protein 2	CSR1;SFH2;YLR380W	Q06705;Q6B265	8	8	8	25.5	47.5	8.4737E-14	365200	1059800	436730
YDR002W	Chromosome stability protein 20;Perinuclear array-localized protein;Ran-binding protein 1;Ran-specific GTPase-activating protein 1	CST20;HTN1;SFO1;YD8119.08;YDR002W;YRB1	P41920	6	6	6	40.3	23.0	1.1016E-68	3900300	3881800	2584500
YLR286C	Endochitinase;Soluble cell wall protein 2	CTS1;L8003.13;SCW2;YLR286C	P29028;P29029	2	2	2	3.6	59.0	0.00066796	0	191360	359420
YOR042W	Coupling of ubiquitin conjugation to ER degradation protein 5;Ubiquitin-binding protein CUE5	CUE5;YOR042W	Q08412	2	2	2	5.8	46.9	2.0415E-14	123140	232180	477000
YIR006C;YKR095W;YDL209C	Actin cytoskeleton-regulatory complex protein PAN1;Complexed with CEF1 protein 2;Mitochondrial distribution of proteins protein 3;Myosin-like protein 1;Pre-mRNA-splicing factor CWC2;Protein MLP1;PRP19-associated complex protein 40;Synthetic lethal with CLF1 protein 3	CWC2;D1041;DIM2;MDP3;MIP3;MLP1;NTC40;PAN1;SLC3;YDL209C;YIB6C;YIR006C;YKR095W;YKR415	P32521;Q02455;Q12046	5	5	5	4.3	160.3	2.4227E-43	131320	1075300	345770
YGL027C	Mannosyl-oligosaccharide glucosidase;Processing A-glucosidase I	CWH41;GLS1;YGL027C	P53008	2	2	2	2.4	96.5	0.00010568	0	254830	0
YKL141W	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	CYB3;SDH3;YKL141W;YKL4	P33421	1	1	1	5.6	22.1	0.000017178	68621	0	115020
YNL111C	Cytochrome b5	CYB5;N1949;YNL111C	P40312	3	3	3	21.7	13.3	1.1176E-08	2343800	1001000	1009400
YOR037W	Cytochrome c assembly flavoprotein CYC2;Cytochrome c mitochondrial import factor CYC2	CYC2;OR26.30;YOR037W	P38909	1	1	1	2.2	42.4	0.0033755	14986000	0	0
YDR232W	5-aminolevulinate synthase, mitochondrial;5-aminolevulinic acid synthase;Delta-ALA synthase;Delta-aminolevulinate synthase	CYD1;HEM1;YD9934.16;YDR232W	P09950	1	1	1	5.1	59.4	3.9471E-10	0	337720	0
YGL103W	60S ribosomal protein L28;L27a;L29;RP44;RP62;YL24	CYH2;RPL28;YGL103W	P02406	8	8	8	50.3	16.7	4.0812E-49	16922000	11104000	11562000
YAL012W	Cystathionine gamma-lyase;Gamma-cystathionase;Sulfur transfer protein 1	CYI1;CYS3;FUN35;STR1;YAL012W	P31373	6	6	6	23.6	42.5	1.7709E-112	18966000	11592000	9811300
YHR007C	CYPLI;Cytochrome P450 51;Cytochrome P450-14DM;Cytochrome P450-LIA1;Erg11p;Lanosterol 14-alpha demethylase;Sterol 14-alpha demethylase	CYP51;ERG11;YHR007C	D3DKV1;P10614	7	7	7	20.6	60.7	2.4516E-162	7978300	1956700	1343700
YMR015C	C-22 sterol desaturase;Cytochrome P450 61	CYP61;ERG5;YM9711.02C;YMR015C	P54781	4	4	4	8.6	61.3	5.7071E-16	0	134880	248810
YGR155W	Beta-thionase;Cystathionine beta-synthase;Serine sulfhydrase;Sulfur transfer protein 4	CYS4;G6667;NHS5;STR4;YGR155W	P32582;Q05177;Q27JK1;Q27JK4	19	19	19	42.4	56.0	6.9057E-303	18029000	14390000	14672000
YDL235C	Histidine-containing phosphotransfer protein YPD1;Phosphorelay intermediate protein YPD1;Tyrosine phosphatase-dependent protein 1	D0790;YDL235C;YPD1	Q07688	2	2	2	14.4	19.2	6.0863E-10	0	305650	41080
YDL215C	NAD-specific glutamate dehydrogenase	D0892;GDH2;YDL215C	P33327	6	6	6	6.5	124.3	2.8969E-17	481020	326830	327980
YDL208W	H/ACA ribonucleoprotein complex subunit 2;H/ACA snoRNP protein NHP2;High mobility group-like nuclear protein 2	D1045;NHP2;YDL208W	P32495	3	3	3	25	17.1	0.00013393	488230	924730	0
YDL205C	Hydroxymethylbilane synthase;Porphobilinogen deaminase;Pre-uroporphyrinogen synthase	D1057;HEM3;YDL205C	P28789;Q2VQW9	2	2	2	8.6	36.7	0.00012581	149790	0	59666
YDL198C	Putative mitochondrial carrier protein YHM1/SHM1	D1214;SHM1;YDL198C;YHM1	P38988	4	4	4	15.7	33.2	5.1752E-53	325900	466250	244180
YDL195W	Protein transport protein SEC31;Protein WEB1	D1229;SEC31;WEB1;YDL195W	P38968	16	16	16	17.1	138.7	2.3592E-120	3792700	2678400	2875400
YDL136W;YDL191W	60S ribosomal protein L35	D1249;D2170;RPL35A;RPL35B;SOS1;SOS2;YDL136W;YDL191W	P39741;P39930	5	5	5	42.5	13.9	8.3332E-82	18699000	28521000	27230000
YDL188C	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit	D1271;PPH22;SIS4;YDL188C	P23595	2	2	1	6.9	43.0	8.0175E-19	0	325630	0
YDL182W	Homocitrate synthase, cytosolic isozyme	D1298;LYS20;YDL182W	P48570	7	4	4	23.4	47.1	1.4032E-70	1713100	660500	628550
YDL147W	26S proteasome regulatory subunit RPN5;Proteasome non-ATPase subunit 5	D1572;NAS5;RPN5;YDL147W	Q12250	3	3	3	7.9	51.8	8.5974E-16	127290	303430	164260
YDL140C	DNA-directed RNA polymerase II subunit RPB1;DNA-directed RNA polymerase III largest subunit;RNA polymerase II subunit B220	D2150;RPB1;RPB220;RPO21;SUA8;YDL140C	P04050;Q12364;Q92315	3	3	3	1.7	191.6	2.1865E-07	48955	259370	265690
YDL135C	Rho GDP-dissociation inhibitor	D2175;RDI1;YDL135C	Q12434	3	3	3	24.3	23.1	3.2647E-14	108900	488460	323110
YDL134C	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit	D2180;PPH21;YDL134C	P23594	2	1	1	7	41.9	2.9673E-11	0	39733	84758
YDL131W	Homocitrate synthase, mitochondrial	D2195;LYS21;YDL131W	Q12122	8	8	5	30.9	48.6	7.1247E-71	21058000	3942300	4014700
YDL124W	NADPH-dependent alpha-keto amide reductase;YKAR	D2240;YDL124W	Q07551	10	10	10	48.4	35.6	4.013E-239	5196500	3582000	2780900
YDL110C	Translation machinery-associated protein 17	D2320;TMA17;YDL110C	Q12513	1	1	1	10	16.8	0.00016632	131430	68703	55509
YDL103C	UDP-N-acetylglucosamine pyrophosphorylase	D2362;QRI1;UAP1;YDL103C	P43123	4	4	4	10.5	53.5	3.7379E-34	344250	30681	216650
YDL097C	26S proteasome regulatory subunit RPN6;Proteasome non-ATPase subunit 4	D2381;NAS4;RPN6;YDL097C	Q12377	8	8	8	20.7	49.8	1.116E-49	248850	778030	605340
YDL095W	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	D2390;PMT1;YDL095W	P33775	1	1	1	1.3	92.7	0.000017145	120930	142710	0
YDL075W	60S ribosomal protein L31-A;60S ribosomal protein L31-B;L34;YL28	D2478;RPL31A;RPL31B;RPL34;RPL34A;RPL34B;YDL075W;YLR406C	P04649;P0C2H8;Q3E7B8	5	5	1	60.2	13.0	7.1948E-99	56516000	19666000	17587000
